site,release_site,date_released,time_released,number_released,median_fork_length_released,release_id,days_held_post_mark,day_or_night_release,release_temp,release_flow,release_turbidity
Clear Creek,VB,2009-03-28,-53016094080:00:00,503,37,CLR446,1,night,54.7,245,2.2200000000000002
Clear Creek,VB,2009-04-01,-53016109920:00:00,491,38,CLR447,1,night,55,242,2.21
Clear Creek,VB,2009-04-15,-53016098400:00:00,308,37,CLR448,1,night,54.8,263,1.56
Clear Creek,VB,2009-04-18,-53016091200:00:00,501,37,CLR449,1,night,58.6,254,1.18
Clear Creek,VB,2009-04-20,-53016117120:00:00,144,36,CLR450,1,night,60,251,1.8
Clear Creek,VB,2009-04-25,-53016076800:00:00,297,36,CLR451,1,night,57,242,1.06
Clear Creek,VB,2009-04-29,-53016069600:00:00,497,36,CLR452,1,night,56,240,1.1100000000000001
Clear Creek,VB,2009-05-06,-53016069600:00:00,318,35,CLR453,0,night,57,428,6.13
Clear Creek,VB,2009-05-13,-53015997600:00:00,233,36,CLR454,1,night,58.3,260,1.21
Clear Creek,CCRB,2009-12-19,-53016458400:00:00,481,36,CLR455,1,day,48,240,1.77
Clear Creek,CCRB,2009-12-25,-53016465600:00:00,501,37,CLR456,1,day,46.89,231,1.32
Clear Creek,CCRB,2009-12-31,-53015860800:00:00,440,37,CLR457,1,night,46.93,257,1.96
Clear Creek,CCRB,2009-12-31,-53015860800:00:00,533,37,CLR458,1,night,46.93,257,1.96
Clear Creek,CCRB,2009-12-31,-53015860800:00:00,505,37,CLR459,1,night,46.93,257,1.96
Clear Creek,VB,2010-01-07,-53016357600:00:00,484,37,CLR460,1,night,48.1,237,1.84
Clear Creek,VB,2010-01-07,-53016357600:00:00,481,37,CLR461,1,night,48.1,237,1.84
Clear Creek,VB,2010-01-07,-53016357600:00:00,500,36,CLR462,1,night,48.1,237,1.84
Clear Creek,VB,2010-01-18,-53017398720:00:00,803,36,CLR463,1,night,48.2,991,NA
Clear Creek,CCRB,2010-01-28,-53016314400:00:00,399,39,CLR464,1,night,48.94,436,4.79
Clear Creek,VB,2010-01-28,-53016292800:00:00,404,36,CLR465,1,night,48.9,440,5.8
Clear Creek,VB,2010-02-04,-53016271200:00:00,610,38,CLR466,1,night,48,548,9.27
Clear Creek,VB,2010-02-11,-53016184800:00:00,285,37,CLR467,1,night,48.5,479,1.57
Clear Creek,VB,2010-02-11,-53016184800:00:00,274,39,CLR468,1,night,48.5,479,1.57
Clear Creek,VB,2010-03-04,-53016242400:00:00,334,38,CLR469,1,night,48.9,453,5.55
Clear Creek,VB,2010-03-04,-53016242400:00:00,325,38,CLR470,1,night,48.9,453,5.55
Clear Creek,VB,2010-04-18,-53016114240:00:00,194,37,CLR471,1,night,57.6,323,3.51
Clear Creek,CCRB,2010-11-30,-53016138720:00:00,135,34,CLR472,0,night,50.44,240,1.27
Clear Creek,CCRB,2010-12-07,-53016285600:00:00,251,35,CLR473,1,night,51.02,301,2
Clear Creek,CCRB,2010-12-07,-53016285600:00:00,247,35,CLR474,1,night,51.02,301,2
Clear Creek,CCRB,2010-12-11,-53016390720:00:00,128,35,CLR475,0,night,51.94,301,2.23
Clear Creek,CCRB,2010-12-11,-53016383520:00:00,124,35,CLR476,0,night,51.94,301,2.23
Clear Creek,CCRB,2010-12-11,-53016376320:00:00,79,35,CLR477,0,night,51.98,301,2.23
Clear Creek,CCRB,2010-12-15,-53016217920:00:00,210,36,CLR478,1,night,49.07,294,1.36
Clear Creek,CCRB,2010-12-15,-53016210720:00:00,185,35,CLR479,1,night,49.07,298,1.36
Clear Creek,CCRB,2010-12-15,-53016203520:00:00,166,35,CLR480,1,night,49.07,298,1.36
Clear Creek,CCRB,2010-12-21,-53015857920:00:00,234,36,CLR481,0,night,48.58,393,1.79
Clear Creek,CCRB,2010-12-21,-53015850720:00:00,202,36,CLR482,0,night,48.58,393,1.79
Clear Creek,CCRB,2010-12-21,-53015843520:00:00,211,35,CLR483,0,night,48.58,397,1.79
Clear Creek,CCRB,2010-12-23,-53016353280:00:00,155,37,CLR484,0,night,49.2,397,1.89
Clear Creek,CCRB,2010-12-23,-53016346080:00:00,158,36,CLR485,0,night,49.2,393,1.89
Clear Creek,CCRB,2010-12-23,-53016338880:00:00,151,37,CLR486,0,night,49.2,393,1.89
Clear Creek,VB,2011-01-02,-53016158880:00:00,148,35,CLR487,1,night,47.3,355,2.4700000000000002
Clear Creek,VB,2011-01-02,-53016148800:00:00,149,37,CLR488,1,night,47.3,355,2.4700000000000002
Clear Creek,VB,2011-01-02,-53016141600:00:00,148,36,CLR489,1,night,47.3,355,2.4700000000000002
Clear Creek,VB,2011-01-05,-53016094080:00:00,197,38,CLR490,1,night,45.1,291,1.75
Clear Creek,VB,2011-01-05,-53016076800:00:00,198,37,CLR491,1,night,44.9,291,1.75
Clear Creek,VB,2011-01-05,-53016062400:00:00,200,37,CLR492,1,night,44.9,288,1.75
Clear Creek,VB,2011-01-08,-53016361920:00:00,153,36,CLR493,1,night,44.5,271,1.31
Clear Creek,VB,2011-01-08,-53016354720:00:00,153,35,CLR494,1,night,44.5,271,1.31
Clear Creek,VB,2011-01-08,-53016347520:00:00,154,37,CLR495,1,night,44.5,271,1.31
Clear Creek,VB,2011-01-12,-53016242400:00:00,296,37,CLR496,1,night,46.4,265,NA
Clear Creek,VB,2011-01-12,-53016235200:00:00,299,37,CLR497,1,night,46.4,265,NA
Clear Creek,VB,2011-01-15,-53016321600:00:00,299,37,CLR498,1,night,48.7,271,1.43
Clear Creek,VB,2011-01-15,-53016314400:00:00,300,37,CLR499,1,night,48.7,271,1.43
Clear Creek,VB,2011-01-19,-53016526080:00:00,308,36,CLR500,1,day,47.2,259,1.28
Clear Creek,VB,2011-01-19,-53016341760:00:00,311,37,CLR501,1,night,47.8,259,1.28
Clear Creek,VB,2011-01-22,-53016314400:00:00,318,36,CLR502,1,night,48.6,249,1.6
Clear Creek,VB,2011-01-22,-53016307200:00:00,326,36,CLR503,1,night,48.6,249,1.6
Clear Creek,VB,2011-01-26,-53016300000:00:00,286,37,CLR504,1,night,48.8,243,0.95
Clear Creek,VB,2011-01-26,-53016285600:00:00,300,38,CLR505,1,night,48.6,243,0.95
Clear Creek,VB,2011-01-29,-53016357600:00:00,305,37,CLR506,1,night,45.5,243,1.7
Clear Creek,VB,2011-01-29,-53016350400:00:00,300,37,CLR507,1,night,45.5,243,1.7
Clear Creek,VB,2011-02-02,-53016285600:00:00,285,37,CLR508,1,night,47.1,231,0.82
Clear Creek,VB,2011-02-02,-53016278400:00:00,295,37,CLR509,1,night,47.1,231,0.82
Clear Creek,VB,2011-02-05,-53016308640:00:00,293,37,CLR510,1,night,50.4,228,0.92
Clear Creek,VB,2011-02-05,-53016300000:00:00,301,38,CLR511,1,night,50.4,228,0.92
Clear Creek,VB,2011-02-09,-53016292800:00:00,302,36,CLR512,1,night,47.9,225,1.21
Clear Creek,VB,2011-02-09,-53016285600:00:00,303,37,CLR513,1,night,47.7,225,1.21
Clear Creek,VB,2011-02-12,-53016292800:00:00,300,36,CLR514,1,night,48.9,225,1.08
Clear Creek,VB,2011-02-12,-53016285600:00:00,301,37,CLR515,1,night,48.7,225,1.08
Clear Creek,VB,2011-02-16,-53016154560:00:00,298,37,CLR516,0,night,46.3,389,3.36
Clear Creek,VB,2011-02-16,-53016147360:00:00,296,36,CLR517,0,night,46.3,385,3.36
Clear Creek,VB,2011-02-19,-53016278400:00:00,301,35,CLR518,1,night,46.4,418,3.44
Clear Creek,VB,2011-02-19,-53016271200:00:00,297,37,CLR519,1,night,46.4,418,3.44
Clear Creek,VB,2011-02-23,-53016264000:00:00,293,36,CLR520,1,night,47.7,308,2.11
Clear Creek,VB,2011-02-23,-53016256800:00:00,295,34,CLR521,1,night,47.7,308,2.11
Clear Creek,VB,2011-02-26,-53016285600:00:00,249,35,CLR522,1,night,47,284,1.88
Clear Creek,VB,2011-02-26,-53016278400:00:00,253,34,CLR523,1,night,47,284,1.88
Clear Creek,VB,2011-02-26,-53016271200:00:00,250,35,CLR524,1,night,47,284,1.88
Clear Creek,VB,2011-03-02,-53016055200:00:00,303,36,CLR525,1,night,47.2,642,17.100000000000001
Clear Creek,VB,2011-03-02,-53016055200:00:00,303,35,CLR526,1,night,47.2,642,17.100000000000001
Clear Creek,VB,2011-03-05,-53016262560:00:00,250,35,CLR527,1,night,48.9,355,2.42
Clear Creek,VB,2011-03-05,-53016255360:00:00,251,35,CLR528,1,night,48.9,359,2.42
Clear Creek,VB,2011-03-05,-53016248160:00:00,317,36,CLR529,1,night,48.8,359,2.42
Clear Creek,VB,2011-03-09,-53016235200:00:00,257,35,CLR530,1,night,50.1,311,1.3
Clear Creek,VB,2011-03-09,-53016228000:00:00,261,35,CLR531,1,night,50.1,311,1.3
Clear Creek,VB,2011-03-12,-53016190560:00:00,302,35,CLR532,1,night,49.2,294,1.51
Clear Creek,VB,2011-03-30,-53016091200:00:00,109,37,CLR533,0,night,54.3,464,4.88
Clear Creek,VB,2011-03-30,-53016084000:00:00,118,36,CLR534,0,night,54.3,477,4.88
Clear Creek,VB,2011-04-23,-53016163200:00:00,93,37,CLR535,0,night,52.4,288,2.11
Clear Creek,CCRB,2012-01-05,-53016206400:00:00,195,36,CLR536,1,night,46.39,217,1.86
Clear Creek,CCRB,2012-01-05,-53016206400:00:00,200,35,CLR537,1,night,46.39,217,1.86
Clear Creek,CCRB,2012-01-05,-53016206400:00:00,205,35,CLR538,1,night,46.39,217,1.86
Clear Creek,VB,2012-01-10,-53016206400:00:00,201,36,CLR539,1,night,45.5,217,1.28
Clear Creek,VB,2012-01-10,-53016206400:00:00,208,36,CLR540,1,night,45.5,217,1.28
Clear Creek,VB,2012-01-10,-53016206400:00:00,206,37,CLR541,1,night,45.5,217,1.28
Clear Creek,CCRB,2012-01-13,-53016219360:00:00,208,37,CLR542,1,night,45.62,214,1.2
Clear Creek,CCRB,2012-01-13,-53016212160:00:00,200,37,CLR543,1,night,45.62,217,1.2
Clear Creek,CCRB,2012-01-13,-53016204960:00:00,202,37,CLR544,1,night,45.67,217,1.2
Clear Creek,VB,2012-01-17,-53015980320:00:00,228,37,CLR545,1,night,42.8,214,0.76
Clear Creek,VB,2012-01-17,-53015976000:00:00,203,36,CLR546,1,night,42.8,214,0.76
Clear Creek,VB,2012-01-17,-53015971680:00:00,199,36,CLR547,1,night,42.8,214,0.76
Clear Creek,CCRB,2012-01-21,-53015770080:00:00,203,37,CLR548,2,night,43.53,256,3.04
Clear Creek,CCRB,2012-01-21,-53015762880:00:00,202,37,CLR549,1,night,43.53,256,3.04
Clear Creek,CCRB,2012-01-21,-53015752800:00:00,211,37,CLR550,1,night,43.53,256,3.04
Clear Creek,VB,2012-01-24,-53016170400:00:00,207,37,CLR551,1,night,45.8,252,2.76
Clear Creek,VB,2012-01-24,-53016163200:00:00,207,37,CLR552,1,night,45.8,252,2.76
Clear Creek,VB,2012-01-24,-53016156000:00:00,206,36,CLR553,1,night,45.6,252,2.76
Clear Creek,CCRB,2012-01-27,-53016177600:00:00,301,36,CLR554,1,night,43.9,243,2.3199999999999998
Clear Creek,CCRB,2012-01-27,-53016170400:00:00,297,37,CLR555,1,night,43.9,243,2.3199999999999998
Clear Creek,VB,2012-01-31,-53016059520:00:00,293,37,CLR556,1,night,44.6,228,1.83
Clear Creek,VB,2012-01-31,-53016048000:00:00,307,37,CLR557,1,night,44.6,228,1.83
Clear Creek,CCRB,2012-02-03,-53016073920:00:00,307,37,CLR558,1,night,44.54,228,1.95
Clear Creek,CCRB,2012-02-03,-53016066720:00:00,300,37,CLR559,1,night,44.54,228,1.95
Clear Creek,VB,2012-02-07,-53016220800:00:00,306,36,CLR560,1,night,44.9,234,1.65
Clear Creek,VB,2012-02-07,-53016213600:00:00,303,36,CLR561,1,night,44.9,234,1.65
Clear Creek,CCRB,2012-02-10,-53016056640:00:00,299,36,CLR562,1,night,45.31,231,1.5
Clear Creek,CCRB,2012-02-10,-53016049440:00:00,296,36,CLR563,1,night,45.31,231,1.5
Clear Creek,VB,2012-02-14,-53016245280:00:00,299,36,CLR564,1,night,46.9,234,1.35
Clear Creek,VB,2012-02-14,-53016238080:00:00,295,36,CLR565,1,night,46.9,234,1.35
Clear Creek,VB,2012-02-21,-53016197760:00:00,308,36,CLR566,1,night,47.8,225,1.1299999999999999
Clear Creek,VB,2012-02-21,-53016190560:00:00,311,37,CLR567,1,night,47.8,228,1.1299999999999999
Clear Creek,VB,2012-02-28,-53016006240:00:00,309,36,CLR568,1,night,45.4,225,0.96
Clear Creek,VB,2012-02-28,-53015999040:00:00,308,36,CLR569,1,night,45.4,225,0.96
Clear Creek,VB,2012-03-06,-53016060960:00:00,302,36,CLR570,1,night,47.2,225,0.85
Clear Creek,VB,2012-03-06,-53016052320:00:00,306,35,CLR571,1,night,47.2,225,0.85
Clear Creek,VB,2012-03-15,-53015846400:00:00,303,36,CLR572,1,night,50.7,1650,93.8
Clear Creek,VB,2012-03-15,-53015839200:00:00,300,NA,CLR573,1,night,50.7,1650,93.8
Clear Creek,VB,2012-03-17,-53016048000:00:00,302,36,CLR574,0,night,49.1,385,6.34
Clear Creek,VB,2012-03-17,-53016040800:00:00,299,35,CLR575,0,night,49.1,385,6.34
Clear Creek,VB,2012-03-21,-53016173280:00:00,306,35,CLR576,1,night,48.8,265,1.54
Clear Creek,VB,2012-03-21,-53016163200:00:00,306,35,CLR577,1,night,48.8,265,1.54
Clear Creek,VB,2012-03-29,-53016112800:00:00,271,37,CLR578,1,night,48.8,674,6.56
Clear Creek,VB,2012-03-29,-53016105600:00:00,269,37,CLR579,1,night,48.8,674,6.56
Clear Creek,VB,2012-04-04,-53016102720:00:00,291,35,CLR580,1,night,49.9,362,4.9800000000000004
Clear Creek,VB,2012-04-04,-53016095520:00:00,296,35,CLR581,1,night,49.9,362,4.9800000000000004
Clear Creek,VB,2012-04-12,-53015961600:00:00,161,37,CLR582,1,night,49.4,509,5.53
Clear Creek,VB,2012-04-12,-53015954400:00:00,143,37,CLR583,1,night,49.4,509,5.53
Clear Creek,VB,2012-04-12,-53015947200:00:00,165,37,CLR584,1,night,49.3,509,5.53
Clear Creek,CCRB,2012-12-26,-53015893920:00:00,412,35,CLR585,1,night,45.58,426,19.8
Clear Creek,CCRB,2013-01-02,-53015839200:00:00,348,36,CLR586,2,night,43.67,278,3.21
Clear Creek,CCRB,2013-01-02,-53015832000:00:00,332,35,CLR587,2,night,43.67,278,3.21
Clear Creek,VB,2013-01-09,-53015847840:00:00,422,36,CLR588,1,night,45.4,265,1.44
Clear Creek,VB,2013-01-09,-53015839200:00:00,424,36,CLR589,1,night,45.4,265,1.44
Clear Creek,VB,2013-01-15,-53015860800:00:00,425,37,CLR590,1,night,43.2,249,1.52
Clear Creek,VB,2013-01-15,-53015853600:00:00,415,36,CLR591,1,night,43.2,249,1.52
Clear Creek,VB,2013-01-22,-53016226560:00:00,315,36,CLR592,1,night,44.3,243,1.35
Clear Creek,VB,2013-01-22,-53016219360:00:00,308,37,CLR593,1,night,44.3,243,1.35
Clear Creek,VB,2013-02-05,-53016226560:00:00,409,37,CLR594,2,night,46.8,234,1.3
Clear Creek,VB,2013-02-05,-53016219360:00:00,428,38,CLR595,2,night,46.8,234,1.3
Clear Creek,VB,2013-02-14,-53016240960:00:00,420,37,CLR596,1,night,48.9,217,1.1499999999999999
Clear Creek,VB,2013-02-14,-53016233760:00:00,418,37,CLR597,1,night,48.9,217,1.1499999999999999
Clear Creek,VB,2013-02-21,-53016206400:00:00,406,36,CLR598,1,night,47.7,217,0.95
Clear Creek,VB,2013-02-21,-53016199200:00:00,389,37,CLR599,1,night,47.7,217,0.95
Clear Creek,VB,2013-02-28,-53016336000:00:00,410,37,CLR600,1,night,50.3,217,1.1299999999999999
Clear Creek,VB,2013-02-28,-53016325920:00:00,414,37,CLR601,1,night,50.3,217,1.1299999999999999
Clear Creek,VB,2013-03-07,-53016228000:00:00,398,37,CLR602,1,night,49.8,224,1.1000000000000001
Clear Creek,VB,2013-03-07,-53016216480:00:00,402,37,CLR603,1,night,49.8,224,1.1000000000000001
Clear Creek,VB,2013-03-14,-53016163200:00:00,393,37,CLR604,1,night,51.5,218,1.05
Clear Creek,VB,2013-03-14,-53016156000:00:00,399,37,CLR605,1,night,51.3,218,1.05
Clear Creek,VB,2013-03-21,-53016098400:00:00,244,37,CLR606,1,night,51.1,230,1.06
Clear Creek,VB,2013-03-28,-53016118560:00:00,224,37,CLR607,1,night,51.1,218,0.97
Clear Creek,VB,2013-04-04,-53016111360:00:00,168,35,CLR608,1,night,50.4,227,6.5
Clear Creek,VB,2013-04-04,-53016104160:00:00,168,38,CLR609,1,night,50.4,227,6.5
Clear Creek,VB,2013-04-11,-53016098400:00:00,371,35,CLR610,1,night,52.5,896,7.3
Clear Creek,VB,2013-04-18,-53016102720:00:00,206,36,CLR611,1,night,56.8,218,1
Clear Creek,CCRB,2013-12-09,-53016393600:00:00,497,34,CLR612,1,night,47.56,210,0.66
Clear Creek,CCRB,2013-12-10,-53016379200:00:00,507,34,CLR613,1,night,47.6,210,0.94
Clear Creek,CCRB,2013-12-19,-53016300000:00:00,360,35,CLR614,1,night,46.12,212,1.3
Clear Creek,CCRB,2013-12-19,-53016292800:00:00,384,34,CLR615,1,night,46.12,212,1.3
Clear Creek,CCRB,2013-12-26,-53016379200:00:00,516,34,CLR616,1,night,46.26,212,0.57999999999999996
Clear Creek,CCRB,2013-12-26,-53016379200:00:00,499,34,CLR617,1,night,46.26,212,0.57999999999999996
Clear Creek,VB,2014-01-02,-53016379200:00:00,528,37,CLR618,1,night,47.1,210,1.57
Clear Creek,CCRB,2014-01-02,-53016350400:00:00,513,36,CLR619,1,night,46.62,210,1.67
Clear Creek,CCRB,2014-01-08,-53016379200:00:00,495,37,CLR620,1,night,46.21,207,0.86
Clear Creek,VB,2014-01-08,-53016357600:00:00,493,37,CLR621,1,night,46.5,207,0.93
Clear Creek,VB,2014-01-23,-53016285600:00:00,530,37,CLR622,1,night,48.3,204,0.95
Clear Creek,VB,2014-01-23,-53016278400:00:00,519,37,CLR623,1,night,48.3,204,0.95
Clear Creek,VB,2014-02-06,-53016321600:00:00,518,37,CLR624,1,night,45.9,207,1
Clear Creek,VB,2014-02-06,-53016314400:00:00,522,37,CLR625,1,night,45.9,207,1
Clear Creek,VB,2014-02-20,-53016321600:00:00,509,36,CLR626,1,night,50.4,207,2.68
Clear Creek,VB,2014-02-20,-53016314400:00:00,505,36,CLR627,1,night,50.4,207,2.68
Clear Creek,VB,2014-03-14,-53016192000:00:00,524,37,CLR628,1,night,54.3,207,1.24
Clear Creek,VB,2014-03-14,-53016184800:00:00,506,37,CLR629,1,night,54.3,207,1.24
Clear Creek,CCRB,2014-12-30,-53016328800:00:00,503,35,CLR630,1,night,47.51,242,1.25
Clear Creek,CCRB,2015-01-06,-53016312960:00:00,504,36,CLR631,1,night,48.94,221,1.52
Clear Creek,VB,2015-01-13,-53016297120:00:00,519,36,CLR632,1,night,50,210,1.18
Clear Creek,CCRB,2015-01-13,-53016268320:00:00,532,36,CLR633,1,night,49.47,210,1.1499999999999999
Clear Creek,VB,2015-01-27,-53016314400:00:00,316,37,CLR634,1,night,50.7,199,1.31
Clear Creek,CCRB,2015-01-27,-53016278400:00:00,314,37,CLR635,1,night,50,201,1.59
Clear Creek,VB,2015-02-17,-53016264000:00:00,521,37,CLR636,1,night,52.9,277,1.64
Clear Creek,VB,2015-03-03,-53016235200:00:00,390,37,CLR637,1,night,52.2,227,1.67
Clear Creek,CCRB,2015-11-18,-53016357600:00:00,330,34,CLR638,1,night,55.04,223,1.56
Clear Creek,VB,2015-11-18,-53016331680:00:00,149,33,CLR639,1,night,55,222,1.24
Clear Creek,VB,2015-11-24,-53016301440:00:00,156,32,CLR640,1,night,53.7,242,1.46
Clear Creek,CCRB,2015-11-24,-53016276960:00:00,227,33,CLR641,1,night,53.69,242,1.1599999999999999
Clear Creek,CCRB,2015-11-30,NA,NA,NA,CLR642,NA,NA,NA,NA,NA
Clear Creek,VB,2015-12-01,-53016209280:00:00,267,33,CLR643,1,night,51.1,242,1.19
Clear Creek,VB,2015-12-08,-53016209280:00:00,510,35,CLR644,1,night,52.1,245,1.78
Clear Creek,CCRB,2015-12-08,-53016184800:00:00,479,34,CLR645,1,night,51.41,245,1.37
Clear Creek,VB,2015-12-15,-53016350400:00:00,509,34,CLR646,1,night,48.7,251,1.68
Clear Creek,CCRB,2015-12-15,-53016321600:00:00,376,34,CLR647,1,night,49.29,251,1.69
Clear Creek,VB,2015-12-22,-53016357600:00:00,519,34,CLR648,1,night,50.2,331,5.77
Clear Creek,CCRB,2015-12-22,NA,NA,NA,CLR649,NA,NA,NA,NA,NA
Clear Creek,VB,2015-12-29,-53016343200:00:00,501,36,CLR650,1,night,NA,NA,NA
Clear Creek,CCRB,2015-12-29,-53016314400:00:00,516,37,CLR651,1,night,NA,NA,NA
Clear Creek,VB,2016-01-05,-53016199200:00:00,462,35,CLR652,1,night,NA,NA,NA
Clear Creek,CCRB,2016-01-05,-53016170400:00:00,465,35,CLR653,1,night,47.11,398,3.91
Clear Creek,CCRB,2016-01-12,-53016314400:00:00,502,35,CLR654,1,night,47.87,262,1.7
Clear Creek,VB,2016-01-12,-53016285600:00:00,536,36,CLR655,1,night,48.5,262,2.4
Clear Creek,VB,2016-01-26,-53016315840:00:00,502,36,CLR656,1,night,49.8,407,3.4
Clear Creek,CCRB,2016-01-26,-53016288480:00:00,511,37,CLR657,1,night,49.65,402,2.82
Clear Creek,VB,2016-02-02,-53016328800:00:00,507,NA,CLR658,1,night,47.8,332,2.4300000000000002
Clear Creek,CCRB,2016-02-02,-53016295680:00:00,498,37,CLR659,1,night,47.33,332,1.65
Clear Creek,VB,2016-02-09,-53016256800:00:00,506,36,CLR660,1,night,50.2,264,2.2400000000000002
Clear Creek,CCRB,2016-02-09,-53016223680:00:00,517,36,CLR661,1,night,49.25,264,2.21
Clear Creek,CCRB,2016-02-23,-53016287040:00:00,507,36,CLR662,1,night,50.18,254,1.49
Clear Creek,VB,2016-02-23,-53016266880:00:00,499,36,CLR663,1,night,51.1,254,1.58
Clear Creek,VB,2016-03-08,-53016228000:00:00,488,36,CLR664,1,night,50,382,2.93
Clear Creek,CCRB,2016-03-08,-53016200640:00:00,480,37,CLR665,1,night,49.74,382,1.92
Clear Creek,CCRB,2016-11-22,-53016357600:00:00,264,33.5,CLR666,0,night,54.73,303,1.37
Clear Creek,CCRB,2016-11-28,-53016379200:00:00,268,33.5,CLR667,0,night,53.34,320,1.5
Clear Creek,CCRB,2016-12-02,-53016367680:00:00,323,33.5,CLR668,0,night,52.07,283,0.9
Clear Creek,CCRB,2016-12-05,-53016364800:00:00,322,34,CLR669,1,night,51.32,273,1.95
Clear Creek,CCRB,2016-12-08,-53016372000:00:00,467,34,CLR670,0,night,50.22,276,0.8
Clear Creek,CCRB,2016-12-12,-53016370560:00:00,286,34.5,CLR671,0,night,49.16,451,1.54
Clear Creek,VB,2016-12-20,-53016341760:00:00,642,35,CLR672,1,night,47.7,310,3.27
Clear Creek,VB,2016-12-27,-53016334560:00:00,360,36,CLR673,1,night,46.1,313,3
Clear Creek,VB,2016-12-31,-53016364800:00:00,383,36.5,CLR674,1,night,46.3,289,1.94
Clear Creek,VB,2017-01-04,-53016321600:00:00,500,36,CLR675,1,night,46,375,3.96
Clear Creek,VB,2017-01-25,-53016343200:00:00,552,37.5,CLR676,1,night,46.8,554,7.54
Clear Creek,VB,2017-01-29,-53016300000:00:00,769,36,CLR677,1,night,46.9,434,5.53
Clear Creek,CCRB,2017-12-07,-53016379200:00:00,130,35,CLR678,1,night,50.49,211,1.33
Clear Creek,CCRB,2017-12-12,-53016382080:00:00,179,35,CLR679,1,night,49.6,211,1.21
Clear Creek,CCRB,2017-12-15,-53016370560:00:00,135,36,CLR680,1,night,49.87,211,1.1299999999999999
Clear Creek,CCRB,2017-12-19,-53016395040:00:00,237,35,CLR681,1,night,49.2,214,1.25
Clear Creek,VB,2018-01-12,-53016330240:00:00,272,34,CLR682,1,night,49.8,217,2.04
Clear Creek,VB,2018-01-16,-53016323040:00:00,509,33,CLR683,1,night,50.7,217,1.48
Clear Creek,VB,2018-01-22,-53016076800:00:00,504,33,CLR684,0,night,48.2,237,2.13
Clear Creek,VB,2018-02-01,-53016295680:00:00,494,33,CLR685,1,night,51.1,214,1.98
Clear Creek,VB,2018-02-07,-53016285600:00:00,496,33,CLR686,1,night,51.2,209,1.39
Clear Creek,VB,2018-02-14,-53016272640:00:00,491,33,CLR687,1,night,49.5,209,1.55
Clear Creek,VB,2018-03-17,-53016150240:00:00,466,37,CLR688,1,night,49.7,242,1.6
Clear Creek,CCRB,2019-01-02,-53016343200:00:00,392,36,CLR689,1,night,48.36,239,3.29
Clear Creek,P4,2019-01-23,-53016315840:00:00,420,37,CLR690,1,night,48.5,321,11.3
Clear Creek,VB,2019-01-29,-53016320160:00:00,600,37,CLR691,1,night,50.8,275,7.61
Clear Creek,VB,2019-02-05,-53016325920:00:00,832,35,CLR692,1,night,47.6,398,15.4
Clear Creek,VB,2019-02-19,-53016321600:00:00,806,35,CLR693,0,night,46.8,345,3.99
Clear Creek,VB,2019-12-12,-53016336000:00:00,416,34,CLR694,1,night,51.5,309,3.39
Clear Creek,CCRB,2019-12-12,-53016304320:00:00,218,33,CLR695,1,night,51.32,309,3.65
Clear Creek,CCRB,2019-12-26,-53016279840:00:00,204,35,CLR696,1,night,48.58,226,N/A
Clear Creek,CCRB,2019-12-30,-53016161760:00:00,355,35,CLR697,1,night,48.58,313,3.65
Clear Creek,CCRB,2020-01-04,-53016350400:00:00,248,35,CLR698,1,night,48.36,305,3.52
Clear Creek,VB,2020-01-08,-53016359040:00:00,494,36,CLR699,1,night,47.3,309,2.31
Clear Creek,VB,2020-01-15,-53016242400:00:00,405,35,CLR700,1,night,46.5,309,2.38
Clear Creek,VB,2020-01-23,-53016312960:00:00,537,35,CLR701,1,night,47.8,351,2.42
Clear Creek,VB,2020-01-31,-53016271200:00:00,500,35,CLR702,1,night,50,340,3.61
Clear Creek,VB,2020-02-07,-53016245280:00:00,530,36,CLR703,1,night,49.2,316,1.4
Clear Creek,VB,2020-02-19,-53016265440:00:00,650,36,CLR704,1,night,49.7,309,1.38
Clear Creek,VB,2020-03-03,-53016243840:00:00,545,37,CLR705,3,night,53.2,302,2.4900000000000002
Clear Creek,CCRB,2020-12-08,-53016331680:00:00,301,34,CLR706,1,night,51.37,221,1.38
Clear Creek,CCRB,2020-12-15,-53016266880:00:00,296,35,CLR707,1,night,49.91,306,1.43
Clear Creek,CCRB,2020-12-22,-53016271200:00:00,296,33,CLR708,1,night,NA,405,1.18
Clear Creek,VB,2020-12-25,-53016348960:00:00,437,38,CLR709,1,night,47.6,225,3.1
Clear Creek,CCRB,2020-12-28,-53016240960:00:00,365,36,CLR710,0,night,NA,222,1.7
Clear Creek,VB,2021-01-05,-53016321600:00:00,426,38,CLR711,0,night,48,234,2.04
Clear Creek,VB,2021-01-11,-53016287040:00:00,397,36,CLR712,1,night,48.3,229.5,3.16
Clear Creek,VB,2021-01-19,-53016199200:00:00,412,38,CLR713,0,night,47.7,223.5,1.24
Clear Creek,CCRB,2021-01-19,-53016163200:00:00,336,37,CLR714,0,night,NA,223.5,0.66
Clear Creek,CCRB,2021-02-16,-53016177600:00:00,326,38,CLR715,1,night,48.32,228,2.58
Clear Creek,VB,2021-03-02,-53016225120:00:00,490,38,CLR716,1,night,51.4,222,1
Clear Creek,VB,2021-03-16,-53016134400:00:00,499,38,CLR717,0,night,51,231,1.08
Clear Creek,CCRB,2021-11-16,-53016372000:00:00,306,33,CLR718,1,night,55,235,2.2799999999999998
