"station_code","sample_date","sample_time","sample_id","depth_adjust","avg_time_per_rev","flow_start_meter","flow_end_meter","flow_set_time","river_left_depth","river_center_depth","river_right_depth","thalweg","cone","start_counter","counter","debris_tubs","velocity","turbidity","trap_fishing","partial_sample","sub_week","trap_start_date","trap_start_time","weather","habitat","trap_sample_type","diel","debris_type","gear_condition","baileys_efficiency"
"UBC","2021-08-03","07:12:45","215_21",28,70,19000,26626,346,3,3.2,3,TRUE,1,0,3399,1.1,1.92854046242775,1.78,TRUE,FALSE,"B","2021-08-02","07:50:44","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UCC","2020-11-27","08:00:00","332_20",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2020-11-26","08:00:00","330_20",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2020-11-27","08:00:00","331_20",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-02","08:00:00","002_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-09","08:00:00","009_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-10","08:00:00","010_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-16","08:00:00","016_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-17","08:00:00","017_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-23","08:00:00","023_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-24","08:00:00","024_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-27","08:00:00","027_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-28","08:00:00","028_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-30","08:00:00","030_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-01-31","08:00:00","031_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-01","08:00:00","032_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-02","08:00:00","033_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-06","08:00:00","037_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-07","08:00:00","038_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-13","08:00:00","044_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-14","08:00:00","045_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-20","08:00:00","051_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-21","08:00:00","052_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-27","08:00:00","058_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-28","08:00:00","059_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-06","08:00:00","065_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-07","08:00:00","066_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-13","08:00:00","072_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-20","08:00:00","079_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-21","08:00:00","080_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-26","08:00:00","085_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-27","08:00:00","086_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-28","08:00:00","087_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-03-29","08:00:00","088_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-04-03","08:00:00","093_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-04-04","08:00:00","094_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-04-10","08:00:00","100_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-04-11","08:00:00","101_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-04-17","08:00:00","107_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBC","2021-08-04","07:11:04","216_21",28,75,26000,34475,350,3.4000001,3.3,3,TRUE,1,0,4178,1.1,2.11875,2.51,TRUE,FALSE,"B","2021-08-03","07:12:45","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-04-18","08:00:00","108_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-04-24","08:00:00","114_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-04-25","08:00:00","115_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-01","08:00:00","121_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-08","08:00:00","128_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-09","08:00:00","129_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-11","08:00:00","131_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-12","08:00:00","132_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-13","08:00:00","133_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-15","08:00:00","135_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-16","08:00:00","136_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-22","08:00:00","142_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-23","08:00:00","143_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-29","08:00:00","149_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-30","08:00:00","150_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-05","08:00:00","156_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-06","08:00:00","157_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-12","08:00:00","163_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-13","08:00:00","164_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBC","2021-08-05","07:09:44","217_21",29,58,34000,43145,374,3.4000001,3.3,2.8,TRUE,1,0,3887,0.80000001,2.13953877005348,2.8800001,TRUE,FALSE,"B","2021-08-04","07:11:04","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-06-15","08:00:00","166_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-16","08:00:00","167_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-17","08:00:00","168_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-18","08:00:00","169_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-19","08:00:00","170_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-20","08:00:00","171_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-21","08:00:00","172_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-26","08:00:00","177_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,TRUE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-27","08:00:00","178_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-28","08:00:00","179_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-29","08:00:00","180_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-06-30","08:00:00","181_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-05-10",NA,"130_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,TRUE,TRUE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBC","2021-08-06","07:49:20","218_21",29,53,43000,51292,337,3.3,3.3,3.0999999,TRUE,1,0,5071,0.5,2.15296735905044,2.2,TRUE,FALSE,"A","2021-08-05","07:09:44","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-09","11:47:00","221_21",29,49,51000,60942,406,3.5,3.3,3.2,TRUE,1,0,6400,0.80000001,2.1426724137931,1.4400001,TRUE,FALSE,"A","2021-08-08","08:00:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-11","09:17:45","223_21",29,47,67000,74292,301,3.5,3.3,3.2,TRUE,1,0,6325,0.5,2.11976744186047,1.6,TRUE,FALSE,"A","2021-08-10","07:17:38","foggy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-12","07:32:46","224_21",29,68,74000,81015,300,3.4000001,3.3,3.2,TRUE,1,0,4580,0.5,2.04604166666667,2.45,TRUE,FALSE,"A","2021-08-11","09:17:45","foggy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-01-02","08:00:00","002_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBC","2021-03-15","07:40:00","074_21",27,21,520000,536162,420,5.8000002,5.8000002,5.5999999,TRUE,1,0,5447,1,3.36708333333333,14.6,TRUE,FALSE,"A","2021-03-14","13:00:00","precipitation","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"LCC","2021-03-25","10:31:11","084_21",38,36,475000,501295,696,3.5999999,3.5,3.5999999,TRUE,0.5,0,7623,0.1,3.3057650862069,1.04,TRUE,FALSE,"A","2021-03-24","09:43:08","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-13","07:07:55","225_21",29,76,81000,94966,583,3.4000001,3.3,3,TRUE,1,0,4702,0.5,2.09609777015437,2.45,TRUE,FALSE,"A","2021-08-12","07:32:46","foggy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-16","07:31:45","228_21",29,43,95000,103034,331,3.5,3.4000001,3.2,TRUE,1,0,5768,0.60000002,2.1237915407855,2.0599999,TRUE,FALSE,"A","2021-08-15","08:48:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-17","07:18:30","229_21",29,46,103000,110505,300,3.5,3.0999999,3,TRUE,1,0,6034,0.5,2.18895833333333,2.4400001,TRUE,FALSE,"A","2021-08-16","07:31:45","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-18","07:27:49","230_21",29,48,110000,118638,360,3.4000001,3.4000001,3.4000001,TRUE,1,0,5920,2.5,2.09951388888889,2.8900001,TRUE,FALSE,"A","2021-08-17","07:18:30","","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-19","07:30:42","231_21",29,52,119000,128155,366,3.4000001,3.3,3.0999999,TRUE,1,0,6021,6.1999998,2.18869535519126,2.1099999,TRUE,FALSE,"A","2021-08-18","07:27:49","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-20","07:48:22","232_21",29,47,128000,135437,300,3.5,3.3,3.0999999,TRUE,1,0,6274,1.2,2.169125,2.1700001,TRUE,FALSE,"A","2021-08-19","07:30:42","overcast","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-23","07:25:07","235_21",29,44,135000,143462,348,3.3,3.3,3.0999999,TRUE,1,0,6061,0.80000001,2.12765804597701,1.54,TRUE,TRUE,"A","2021-08-22","07:58:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-24","07:18:00","236_21",29,49,143000,150507,305,3.5,2.8,3,TRUE,1,0,5876,0.80000001,2.15364754098361,NA,TRUE,FALSE,"A","2021-08-23","07:25:07","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-25","07:01:27","237_21",29,59,151000,158315,308,3.0999999,2.7,2.9000001,TRUE,1,0,4987,0.80000001,2.078125,2.2,TRUE,FALSE,"A","2021-08-24","07:18:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-26","07:08:34","238_21",29,105,159000,173356,660,3.5,2.8,2.8,TRUE,1,0,3646,0.75,1.90325757575758,2.48,TRUE,FALSE,"A","2021-08-25","07:01:27","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-27","07:21:27","239_21",29,54,173000,181451,360,3.4000001,3,3.2,TRUE,1,0,5674,1,2.0540625,2.3099999,TRUE,FALSE,"A","2021-08-26","07:08:34","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-30","07:13:36","242_21",29,112,182000,189745,330,3.3,3.2,3,TRUE,1,0,4184,3.2,2.05359848484848,2.6800001,TRUE,FALSE,"A","2021-08-29","07:09:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-08-31","07:42:14","243_21",29,80,190000,196968,300,3.5,3.3,3,TRUE,1,0,4863,5,2.03233333333333,NA,TRUE,FALSE,"A","2021-08-30","07:13:36","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","The cone is not rotating",NA
"UBC","2021-09-01","07:14:55","244_21",28,57,197000,204823,302,3.5,3.3,2.9000001,TRUE,1,0,2439,2,2.26659768211921,1.41,TRUE,TRUE,"A","2021-08-31","07:42:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","The cone is not rotating",NA
"LCC","2021-05-17","11:41:50","137_21",28,40,263000,271786,360,3.5999999,3.5999999,3.5,TRUE,0.5,0,6720,0.30000001,2.13548611111111,1.34,TRUE,FALSE,"A","2021-05-16","11:32:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-02","09:27:29","245_21",29,63,214000,221080,300,3.4000001,3.0999999,3,TRUE,1,0,2209,3,2.065,1.49,TRUE,TRUE,"A","2021-09-01","07:14:55","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","The cone is not rotating",NA
"UBC","2021-09-03","08:05:59","246_21",29,44,221000,233464,510,3.5,3.4000001,3.0999999,TRUE,1,0,4780,2,2.13843137254902,1.29,TRUE,FALSE,"A","2021-09-02","09:27:29","overcast","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-04","07:17:22","247_21",29,41,233000,240329,311,3.4000001,3.2,3.0999999,TRUE,1,0,5202,1.1,2.06201768488746,2.22,TRUE,FALSE,"A","2021-09-03","08:05:59","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-05","07:48:14","248_21",29,69,240000,253591,600,3.4000001,3.2,3.0999999,TRUE,1,0,4756,1,1.98202083333333,1.33,TRUE,FALSE,"A","2021-09-04","07:17:22","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-06","07:21:51","249_21",28,68,254000,261145,300,3.4000001,3.4000001,3.0999999,TRUE,1,0,4636,0.80000001,2.08395833333333,2.01,TRUE,FALSE,"A","2021-09-05","07:48:14","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-07","08:03:53","250_21",29,68,261000,267944,309,3.3,3.2,2.8,TRUE,1,0,4777,1.4,1.9663430420712,1.83,TRUE,FALSE,"A","2021-09-06","07:21:51","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-08","07:48:36","251_21",29,49,268000,276644,363,3.4000001,3.3,3.0999999,TRUE,1,0,5497,1.3,2.083608815427,2.3599999,TRUE,TRUE,"A","2021-09-07","08:03:53","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks",NA,NA
"UBC","2021-09-09","08:14:01","252_21",28,71,277000,285635,328,3.5,3.3,2.8,TRUE,1,0,5643,1.8,2.30354420731707,2.01,TRUE,FALSE,"A","2021-09-08","07:48:36","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-10","07:59:00","253_21",29,68,286000,295392,360,3.5,3.4000001,3.2,TRUE,1,0,6025,3.5,2.28277777777778,2.4100001,TRUE,FALSE,"A","2021-09-09","08:14:01","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-11","07:23:09","254_21",29,64,296000,303234,300,3.5,3.4000001,3.0999999,TRUE,1,0,5838,2.3,2.10991666666667,2.6800001,TRUE,FALSE,"A","2021-09-10","07:59:00","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-12","07:44:32","255_21",28,50,303000,311287,330,3.4000001,3.4000001,3.0999999,TRUE,1,0,5973,1.4,2.19731060606061,2.76,TRUE,FALSE,"A","2021-09-11","07:23:09","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-13","07:57:18","256_21",28,65,311000,319963,376,3.4000001,3.3,3.0999999,TRUE,1,0,5336,1,2.0858045212766,2.3800001,TRUE,FALSE,"A","2021-09-12","07:44:32","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-14","08:21:00","257_21",29,46,320000,329191,360,3.5,3.2,3,TRUE,1,0,6181,1.5,2.23392361111111,1.9299999,TRUE,FALSE,"A","2021-09-13","07:57:18","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-09-15","08:13:54","258_21",29,48,329000,340181,454,3.3,3.4000001,2.9000001,TRUE,1,0,5862,1.5,2.15492841409692,3.0899999,TRUE,FALSE,"A","2021-09-14","08:21:00","foggy","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","Trap is fishing normal",NA
"UBC","2021-01-03","08:00:00","003_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,2.4000001,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBC","2021-01-09","08:00:00","009_21",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,0,NA,NA,NA,NA,FALSE,FALSE,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LCC","2021-02-04","10:31:27","035_21",28,32,490000,498040,305,3.7,3.8,3.5999999,TRUE,0.5,0,475,0.1,2.30655737704918,1.3099999,TRUE,FALSE,"A","2021-02-03","14:16:50","sunny","run","non-intensive","day","Aquatic Vegetation, Leaves, and Sticks","The cone is not rotating",NA
