"release_id","date_recaptured","release_site","site","number_recaptured","median_fork_length_recaptured","fws_run","hatchery_origin"
"BAT145",2006-03-22,NA,"upper battle creek",11,36,NA,NA
"BAT145",2006-03-23,NA,"upper battle creek",1,36,NA,NA
"BAT145",2006-03-24,NA,"upper battle creek",0,NA,NA,NA
"BAT145",2006-03-25,NA,"upper battle creek",0,NA,NA,NA
"BAT145",2006-03-26,NA,"upper battle creek",NA,NA,NA,NA
"BAT146",2007-12-30,NA,"upper battle creek",5,39,NA,NA
"BAT146",2007-12-31,NA,"upper battle creek",1,39,NA,NA
"BAT146",2008-01-01,NA,"upper battle creek",0,NA,NA,NA
"BAT146",2008-01-02,NA,"upper battle creek",0,NA,NA,NA
"BAT146",2008-01-03,NA,"upper battle creek",0,NA,NA,NA
"BAT147",2008-01-02,NA,"upper battle creek",1,37,NA,NA
"BAT147",2008-01-03,NA,"upper battle creek",2,37,NA,NA
"BAT147",2008-01-04,NA,"upper battle creek",1,37,NA,NA
"BAT147",2008-01-05,NA,"upper battle creek",NA,NA,NA,NA
"BAT147",2008-01-06,NA,"upper battle creek",NA,NA,NA,NA
"BAT148",2008-01-10,NA,"upper battle creek",16,39,NA,NA
"BAT148",2008-01-11,NA,"upper battle creek",3,39,NA,NA
"BAT148",2008-01-12,NA,"upper battle creek",0,NA,NA,NA
"BAT148",2008-01-13,NA,"upper battle creek",0,NA,NA,NA
"BAT148",2008-01-14,NA,"upper battle creek",0,NA,NA,NA
"BAT149",2008-01-10,NA,"upper battle creek",13,37,NA,NA
"BAT149",2008-01-11,NA,"upper battle creek",1,37,NA,NA
"BAT149",2008-01-12,NA,"upper battle creek",0,NA,NA,NA
"BAT149",2008-01-13,NA,"upper battle creek",0,NA,NA,NA
"BAT149",2008-01-14,NA,"upper battle creek",0,NA,NA,NA
"BAT150",2008-01-13,NA,"upper battle creek",7,37,NA,NA
"BAT150",2008-01-14,NA,"upper battle creek",2,37,NA,NA
"BAT150",2008-01-15,NA,"upper battle creek",0,NA,NA,NA
"BAT150",2008-01-16,NA,"upper battle creek",0,NA,NA,NA
"BAT150",2008-01-17,NA,"upper battle creek",0,NA,NA,NA
"BAT151",2008-01-13,NA,"upper battle creek",11,36,NA,NA
"BAT151",2008-01-14,NA,"upper battle creek",1,36,NA,NA
"BAT151",2008-01-15,NA,"upper battle creek",0,NA,NA,NA
"BAT151",2008-01-16,NA,"upper battle creek",0,NA,NA,NA
"BAT151",2008-01-17,NA,"upper battle creek",0,NA,NA,NA
"BAT152",2008-01-16,NA,"upper battle creek",3,37,NA,NA
"BAT152",2008-01-17,NA,"upper battle creek",2,37,NA,NA
"BAT152",2008-01-18,NA,"upper battle creek",0,NA,NA,NA
"BAT152",2008-01-19,NA,"upper battle creek",0,NA,NA,NA
"BAT152",2008-01-20,NA,"upper battle creek",0,NA,NA,NA
"BAT153",2008-01-16,NA,"upper battle creek",17,38,NA,NA
"BAT153",2008-01-17,NA,"upper battle creek",2,38,NA,NA
"BAT153",2008-01-18,NA,"upper battle creek",0,NA,NA,NA
"BAT153",2008-01-19,NA,"upper battle creek",1,38,NA,NA
"BAT153",2008-01-20,NA,"upper battle creek",0,NA,NA,NA
"BAT154",2008-01-20,NA,"upper battle creek",4,38,NA,NA
"BAT154",2008-01-21,NA,"upper battle creek",1,38,NA,NA
"BAT154",2008-01-22,NA,"upper battle creek",0,NA,NA,NA
"BAT154",2008-01-23,NA,"upper battle creek",0,NA,NA,NA
"BAT154",2008-01-24,NA,"upper battle creek",0,NA,NA,NA
"BAT155",2008-01-20,NA,"upper battle creek",16,37,NA,NA
"BAT155",2008-01-21,NA,"upper battle creek",1,37,NA,NA
"BAT155",2008-01-22,NA,"upper battle creek",2,37,NA,NA
"BAT155",2008-01-23,NA,"upper battle creek",0,NA,NA,NA
"BAT155",2008-01-24,NA,"upper battle creek",0,NA,NA,NA
"BAT156",2008-01-24,NA,"upper battle creek",8,38,NA,NA
"BAT156",2008-01-25,NA,"upper battle creek",0,NA,NA,NA
"BAT156",2008-01-26,NA,"upper battle creek",1,38,NA,NA
"BAT156",2008-01-27,NA,"upper battle creek",NA,NA,NA,NA
"BAT156",2008-01-28,NA,"upper battle creek",0,NA,NA,NA
"BAT157",2008-01-24,NA,"upper battle creek",12,38,NA,NA
"BAT157",2008-01-25,NA,"upper battle creek",1,38,NA,NA
"BAT157",2008-01-26,NA,"upper battle creek",0,NA,NA,NA
"BAT157",2008-01-27,NA,"upper battle creek",NA,NA,NA,NA
"BAT157",2008-01-28,NA,"upper battle creek",0,NA,NA,NA
"BAT158",2008-01-28,NA,"upper battle creek",2,40,NA,NA
"BAT158",2008-01-29,NA,"upper battle creek",0,NA,NA,NA
"BAT158",2008-01-30,NA,"upper battle creek",0,NA,NA,NA
"BAT158",2008-01-31,NA,"upper battle creek",0,NA,NA,NA
"BAT158",2008-02-01,NA,"upper battle creek",0,NA,NA,NA
"BAT159",2008-01-28,NA,"upper battle creek",2,38,NA,NA
"BAT159",2008-01-29,NA,"upper battle creek",0,NA,NA,NA
"BAT159",2008-01-30,NA,"upper battle creek",0,NA,NA,NA
"BAT159",2008-01-31,NA,"upper battle creek",0,NA,NA,NA
"BAT159",2008-02-01,NA,"upper battle creek",0,NA,NA,NA
"BAT160",2008-01-30,NA,"upper battle creek",20,39,NA,NA
"BAT160",2008-01-31,NA,"upper battle creek",0,NA,NA,NA
"BAT160",2008-02-01,NA,"upper battle creek",0,NA,NA,NA
"BAT160",2008-02-02,NA,"upper battle creek",0,NA,NA,NA
"BAT160",2008-02-03,NA,"upper battle creek",0,NA,NA,NA
"BAT161",2008-01-30,NA,"upper battle creek",14,38,NA,NA
"BAT161",2008-01-31,NA,"upper battle creek",1,38,NA,NA
"BAT161",2008-02-01,NA,"upper battle creek",0,NA,NA,NA
"BAT161",2008-02-02,NA,"upper battle creek",0,NA,NA,NA
"BAT161",2008-02-03,NA,"upper battle creek",0,NA,NA,NA
"BAT162",2008-02-04,NA,"upper battle creek",3,41,NA,NA
"BAT162",2008-02-05,NA,"upper battle creek",1,41,NA,NA
"BAT162",2008-02-06,NA,"upper battle creek",0,NA,NA,NA
"BAT162",2008-02-07,NA,"upper battle creek",0,NA,NA,NA
"BAT162",2008-02-08,NA,"upper battle creek",0,NA,NA,NA
"BAT163",2008-02-04,NA,"upper battle creek",1,38,NA,NA
"BAT163",2008-02-05,NA,"upper battle creek",3,38,NA,NA
"BAT163",2008-02-06,NA,"upper battle creek",0,NA,NA,NA
"BAT163",2008-02-07,NA,"upper battle creek",0,NA,NA,NA
"BAT163",2008-02-08,NA,"upper battle creek",0,NA,NA,NA
"BAT164",2008-02-06,NA,"upper battle creek",7,40,NA,NA
"BAT164",2008-02-07,NA,"upper battle creek",0,NA,NA,NA
"BAT164",2008-02-08,NA,"upper battle creek",0,NA,NA,NA
"BAT164",2008-02-09,NA,"upper battle creek",0,NA,NA,NA
"BAT164",2008-02-10,NA,"upper battle creek",0,NA,NA,NA
"BAT165",2008-02-06,NA,"upper battle creek",9,39,NA,NA
"BAT165",2008-02-07,NA,"upper battle creek",0,NA,NA,NA
"BAT165",2008-02-08,NA,"upper battle creek",0,NA,NA,NA
"BAT165",2008-02-09,NA,"upper battle creek",0,NA,NA,NA
"BAT165",2008-02-10,NA,"upper battle creek",0,NA,NA,NA
"BAT166",2008-02-10,NA,"upper battle creek",4,39,NA,NA
"BAT166",2008-02-11,NA,"upper battle creek",1,39,NA,NA
"BAT166",2008-02-12,NA,"upper battle creek",0,NA,NA,NA
"BAT166",2008-02-13,NA,"upper battle creek",0,NA,NA,NA
"BAT166",2008-02-14,NA,"upper battle creek",0,NA,NA,NA
"BAT167",2008-02-10,NA,"upper battle creek",8,38,NA,NA
"BAT167",2008-02-11,NA,"upper battle creek",1,38,NA,NA
"BAT167",2008-02-12,NA,"upper battle creek",0,NA,NA,NA
"BAT167",2008-02-13,NA,"upper battle creek",0,NA,NA,NA
"BAT167",2008-02-14,NA,"upper battle creek",0,NA,NA,NA
"BAT168",2008-02-13,NA,"upper battle creek",5,39,NA,NA
"BAT168",2008-02-14,NA,"upper battle creek",0,NA,NA,NA
"BAT168",2008-02-15,NA,"upper battle creek",1,39,NA,NA
"BAT168",2008-02-16,NA,"upper battle creek",0,NA,NA,NA
"BAT168",2008-02-17,NA,"upper battle creek",0,NA,NA,NA
"BAT169",2008-02-13,NA,"upper battle creek",11,38,NA,NA
"BAT169",2008-02-14,NA,"upper battle creek",0,NA,NA,NA
"BAT169",2008-02-15,NA,"upper battle creek",0,NA,NA,NA
"BAT169",2008-02-16,NA,"upper battle creek",0,NA,NA,NA
"BAT169",2008-02-17,NA,"upper battle creek",0,NA,NA,NA
"BAT170",2008-02-17,NA,"upper battle creek",24,38,NA,NA
"BAT170",2008-02-18,NA,"upper battle creek",2,38,NA,NA
"BAT170",2008-02-19,NA,"upper battle creek",0,NA,NA,NA
"BAT170",2008-02-20,NA,"upper battle creek",0,NA,NA,NA
"BAT170",2008-02-21,NA,"upper battle creek",0,NA,NA,NA
"BAT171",2008-02-17,NA,"upper battle creek",47,38,NA,NA
"BAT171",2008-02-18,NA,"upper battle creek",2,38,NA,NA
"BAT171",2008-02-19,NA,"upper battle creek",0,NA,NA,NA
"BAT171",2008-02-20,NA,"upper battle creek",0,NA,NA,NA
"BAT171",2008-02-21,NA,"upper battle creek",0,NA,NA,NA
"BAT172",2008-02-21,NA,"upper battle creek",3,38,NA,NA
"BAT172",2008-02-22,NA,"upper battle creek",0,NA,NA,NA
"BAT172",2008-02-23,NA,"upper battle creek",0,NA,NA,NA
"BAT172",2008-02-24,NA,"upper battle creek",0,NA,NA,NA
"BAT172",2008-02-25,NA,"upper battle creek",NA,NA,NA,NA
"BAT173",2008-02-21,NA,"upper battle creek",10,38,NA,NA
"BAT173",2008-02-22,NA,"upper battle creek",1,38,NA,NA
"BAT173",2008-02-23,NA,"upper battle creek",0,NA,NA,NA
"BAT173",2008-02-24,NA,"upper battle creek",0,NA,NA,NA
"BAT173",2008-02-25,NA,"upper battle creek",NA,NA,NA,NA
"BAT174",2008-02-23,NA,"upper battle creek",4,38,NA,NA
"BAT174",2008-02-24,NA,"upper battle creek",0,NA,NA,NA
"BAT174",2008-02-25,NA,"upper battle creek",NA,NA,NA,NA
"BAT174",2008-02-26,NA,"upper battle creek",0,NA,NA,NA
"BAT174",2008-02-27,NA,"upper battle creek",0,NA,NA,NA
"BAT175",2008-02-23,NA,"upper battle creek",11,38,NA,NA
"BAT175",2008-02-24,NA,"upper battle creek",0,NA,NA,NA
"BAT175",2008-02-25,NA,"upper battle creek",NA,NA,NA,NA
"BAT175",2008-02-26,NA,"upper battle creek",0,NA,NA,NA
"BAT175",2008-02-27,NA,"upper battle creek",0,NA,NA,NA
"BAT176",2008-02-27,NA,"upper battle creek",2,37,NA,NA
"BAT176",2008-02-28,NA,"upper battle creek",1,37,NA,NA
"BAT176",2008-02-29,NA,"upper battle creek",0,NA,NA,NA
"BAT176",2008-03-01,NA,"upper battle creek",0,NA,NA,NA
"BAT176",2008-03-02,NA,"upper battle creek",0,NA,NA,NA
"BAT177",2008-02-27,NA,"upper battle creek",12,38,NA,NA
"BAT177",2008-02-28,NA,"upper battle creek",0,NA,NA,NA
"BAT177",2008-02-29,NA,"upper battle creek",0,NA,NA,NA
"BAT177",2008-03-01,NA,"upper battle creek",0,NA,NA,NA
"BAT177",2008-03-02,NA,"upper battle creek",0,NA,NA,NA
"BAT178",2008-03-02,NA,"upper battle creek",6,39,NA,NA
"BAT178",2008-03-03,NA,"upper battle creek",0,NA,NA,NA
"BAT178",2008-03-04,NA,"upper battle creek",0,NA,NA,NA
"BAT178",2008-03-05,NA,"upper battle creek",0,NA,NA,NA
"BAT178",2008-03-06,NA,"upper battle creek",0,NA,NA,NA
"BAT179",2008-03-02,NA,"upper battle creek",14,37,NA,NA
"BAT179",2008-03-03,NA,"upper battle creek",0,NA,NA,NA
"BAT179",2008-03-04,NA,"upper battle creek",0,NA,NA,NA
"BAT179",2008-03-05,NA,"upper battle creek",0,NA,NA,NA
"BAT179",2008-03-06,NA,"upper battle creek",0,NA,NA,NA
"BAT180",2008-03-05,NA,"upper battle creek",5,39,NA,NA
"BAT180",2008-03-06,NA,"upper battle creek",0,NA,NA,NA
"BAT180",2008-03-07,NA,"upper battle creek",0,NA,NA,NA
"BAT180",2008-03-08,NA,"upper battle creek",0,NA,NA,NA
"BAT180",2008-03-09,NA,"upper battle creek",0,NA,NA,NA
"BAT181",2008-03-05,NA,"upper battle creek",2,39,NA,NA
"BAT181",2008-03-06,NA,"upper battle creek",0,NA,NA,NA
"BAT181",2008-03-07,NA,"upper battle creek",0,NA,NA,NA
"BAT181",2008-03-08,NA,"upper battle creek",0,NA,NA,NA
"BAT181",2008-03-09,NA,"upper battle creek",0,NA,NA,NA
"BAT182",2008-03-09,NA,"upper battle creek",6,38,NA,NA
"BAT182",2008-03-10,NA,"upper battle creek",2,38,NA,NA
"BAT182",2008-03-11,NA,"upper battle creek",0,NA,NA,NA
"BAT182",2008-03-12,NA,"upper battle creek",0,NA,NA,NA
"BAT182",2008-03-13,NA,"upper battle creek",0,NA,NA,NA
"BAT183",2008-03-09,NA,"upper battle creek",5,37,NA,NA
"BAT183",2008-03-10,NA,"upper battle creek",1,37,NA,NA
"BAT183",2008-03-11,NA,"upper battle creek",0,NA,NA,NA
"BAT183",2008-03-12,NA,"upper battle creek",0,NA,NA,NA
"BAT183",2008-03-13,NA,"upper battle creek",0,NA,NA,NA
"BAT184",2008-03-12,NA,"upper battle creek",3,40,NA,NA
"BAT184",2008-03-13,NA,"upper battle creek",0,NA,NA,NA
"BAT184",2008-03-14,NA,"upper battle creek",0,NA,NA,NA
"BAT184",2008-03-15,NA,"upper battle creek",0,NA,NA,NA
"BAT184",2008-03-16,NA,"upper battle creek",0,NA,NA,NA
"BAT185",2008-03-12,NA,"upper battle creek",4,37,NA,NA
"BAT185",2008-03-13,NA,"upper battle creek",0,NA,NA,NA
"BAT185",2008-03-14,NA,"upper battle creek",0,NA,NA,NA
"BAT185",2008-03-15,NA,"upper battle creek",0,NA,NA,NA
"BAT185",2008-03-16,NA,"upper battle creek",0,NA,NA,NA
"BAT186",2008-03-16,NA,"upper battle creek",11,43,NA,NA
"BAT186",2008-03-17,NA,"upper battle creek",2,43,NA,NA
"BAT186",2008-03-18,NA,"upper battle creek",1,43,NA,NA
"BAT186",2008-03-19,NA,"upper battle creek",0,NA,NA,NA
"BAT186",2008-03-20,NA,"upper battle creek",0,NA,NA,NA
"BAT187",2008-03-16,NA,"upper battle creek",2,36,NA,NA
"BAT187",2008-03-17,NA,"upper battle creek",1,36,NA,NA
"BAT187",2008-03-18,NA,"upper battle creek",0,NA,NA,NA
"BAT187",2008-03-19,NA,"upper battle creek",0,NA,NA,NA
"BAT187",2008-03-20,NA,"upper battle creek",0,NA,NA,NA
"BAT188",2008-03-19,NA,"upper battle creek",17,43,NA,NA
"BAT188",2008-03-20,NA,"upper battle creek",2,43,NA,NA
"BAT188",2008-03-21,NA,"upper battle creek",0,NA,NA,NA
"BAT188",2008-03-22,NA,"upper battle creek",0,NA,NA,NA
"BAT188",2008-03-23,NA,"upper battle creek",0,NA,NA,NA
"BAT189",2008-03-19,NA,"upper battle creek",19,36,NA,NA
"BAT189",2008-03-20,NA,"upper battle creek",0,NA,NA,NA
"BAT189",2008-03-21,NA,"upper battle creek",1,36,NA,NA
"BAT189",2008-03-22,NA,"upper battle creek",0,NA,NA,NA
"BAT189",2008-03-23,NA,"upper battle creek",0,NA,NA,NA
"BAT190",2008-03-23,NA,"upper battle creek",6,45,NA,NA
"BAT190",2008-03-24,NA,"upper battle creek",2,45,NA,NA
"BAT190",2008-03-25,NA,"upper battle creek",1,45,NA,NA
"BAT190",2008-03-26,NA,"upper battle creek",0,NA,NA,NA
"BAT190",2008-03-27,NA,"upper battle creek",0,NA,NA,NA
"BAT191",2008-03-26,NA,"upper battle creek",7,47,NA,NA
"BAT191",2008-03-27,NA,"upper battle creek",6,47,NA,NA
"BAT191",2008-03-28,NA,"upper battle creek",1,47,NA,NA
"BAT191",2008-03-29,NA,"upper battle creek",0,NA,NA,NA
"BAT191",2008-03-30,NA,"upper battle creek",0,NA,NA,NA
"BAT192",2008-03-26,NA,"upper battle creek",2,35,NA,NA
"BAT192",2008-03-27,NA,"upper battle creek",1,35,NA,NA
"BAT192",2008-03-28,NA,"upper battle creek",0,NA,NA,NA
"BAT192",2008-03-29,NA,"upper battle creek",0,NA,NA,NA
"BAT192",2008-03-30,NA,"upper battle creek",0,NA,NA,NA
"BAT193",2008-03-30,NA,"upper battle creek",8,53,NA,NA
"BAT193",2008-03-31,NA,"upper battle creek",1,53,NA,NA
"BAT193",2008-04-01,NA,"upper battle creek",1,53,NA,NA
"BAT193",2008-04-02,NA,"upper battle creek",0,NA,NA,NA
"BAT193",2008-04-03,NA,"upper battle creek",0,NA,NA,NA
"BAT194",2008-04-02,NA,"upper battle creek",7,51,NA,NA
"BAT194",2008-04-03,NA,"upper battle creek",3,51,NA,NA
"BAT194",2008-04-04,NA,"upper battle creek",0,NA,NA,NA
"BAT194",2008-04-05,NA,"upper battle creek",0,NA,NA,NA
"BAT194",2008-04-06,NA,"upper battle creek",0,NA,NA,NA
"BAT195",2008-04-06,NA,"upper battle creek",8,49,NA,NA
"BAT195",2008-04-07,NA,"upper battle creek",0,NA,NA,NA
"BAT195",2008-04-08,NA,"upper battle creek",2,49,NA,NA
"BAT195",2008-04-09,NA,"upper battle creek",0,NA,NA,NA
"BAT195",2008-04-10,NA,"upper battle creek",0,NA,NA,NA
"BAT196",2008-04-09,NA,"upper battle creek",32,52,NA,NA
"BAT196",2008-04-10,NA,"upper battle creek",1,52,NA,NA
"BAT196",2008-04-11,NA,"upper battle creek",0,NA,NA,NA
"BAT196",2008-04-12,NA,"upper battle creek",0,NA,NA,NA
"BAT196",2008-04-13,NA,"upper battle creek",0,NA,NA,NA
"BAT197",2008-12-29,NA,"upper battle creek",12,36,NA,NA
"BAT197",2008-12-30,NA,"upper battle creek",0,NA,NA,NA
"BAT197",2008-12-31,NA,"upper battle creek",0,NA,NA,NA
"BAT197",2009-01-01,NA,"upper battle creek",0,NA,NA,NA
"BAT197",2009-01-02,NA,"upper battle creek",0,NA,NA,NA
"BAT198",2009-01-04,NA,"upper battle creek",16,38,NA,NA
"BAT198",2009-01-05,NA,"upper battle creek",0,NA,NA,NA
"BAT198",2009-01-06,NA,"upper battle creek",0,NA,NA,NA
"BAT198",2009-01-07,NA,"upper battle creek",0,NA,NA,NA
"BAT198",2009-01-08,NA,"upper battle creek",0,NA,NA,NA
"BAT199",2009-01-07,NA,"upper battle creek",8,36,NA,NA
"BAT199",2009-01-08,NA,"upper battle creek",1,36,NA,NA
"BAT199",2009-01-09,NA,"upper battle creek",0,NA,NA,NA
"BAT199",2009-01-10,NA,"upper battle creek",1,36,NA,NA
"BAT199",2009-01-11,NA,"upper battle creek",0,NA,NA,NA
"BAT200",2009-01-11,NA,"upper battle creek",23,37,NA,NA
"BAT200",2009-01-12,NA,"upper battle creek",3,37,NA,NA
"BAT200",2009-01-13,NA,"upper battle creek",0,NA,NA,NA
"BAT200",2009-01-14,NA,"upper battle creek",0,NA,NA,NA
"BAT200",2009-01-15,NA,"upper battle creek",0,NA,NA,NA
"BAT201",2009-01-14,NA,"upper battle creek",20,36,NA,NA
"BAT201",2009-01-15,NA,"upper battle creek",1,36,NA,NA
"BAT201",2009-01-16,NA,"upper battle creek",0,NA,NA,NA
"BAT201",2009-01-17,NA,"upper battle creek",1,36,NA,NA
"BAT201",2009-01-18,NA,"upper battle creek",0,NA,NA,NA
"BAT202",2009-01-18,NA,"upper battle creek",16,37,NA,NA
"BAT202",2009-01-19,NA,"upper battle creek",0,NA,NA,NA
"BAT202",2009-01-20,NA,"upper battle creek",0,NA,NA,NA
"BAT202",2009-01-21,NA,"upper battle creek",0,NA,NA,NA
"BAT202",2009-01-22,NA,"upper battle creek",0,NA,NA,NA
"BAT203",2009-01-21,NA,"upper battle creek",3,36,NA,NA
"BAT203",2009-01-22,NA,"upper battle creek",2,36,NA,NA
"BAT203",2009-01-23,NA,"upper battle creek",0,NA,NA,NA
"BAT203",2009-01-24,NA,"upper battle creek",1,36,NA,NA
"BAT203",2009-01-25,NA,"upper battle creek",0,NA,NA,NA
"BAT204",2009-01-25,NA,"upper battle creek",8,48,NA,NA
"BAT204",2009-01-26,NA,"upper battle creek",0,NA,NA,NA
"BAT204",2009-01-27,NA,"upper battle creek",0,NA,NA,NA
"BAT204",2009-01-28,NA,"upper battle creek",0,NA,NA,NA
"BAT204",2009-01-29,NA,"upper battle creek",0,NA,NA,NA
"BAT205",2009-01-25,NA,"upper battle creek",21,38,NA,NA
"BAT205",2009-01-26,NA,"upper battle creek",0,NA,NA,NA
"BAT205",2009-01-27,NA,"upper battle creek",0,NA,NA,NA
"BAT205",2009-01-28,NA,"upper battle creek",0,NA,NA,NA
"BAT205",2009-01-29,NA,"upper battle creek",0,NA,NA,NA
"BAT206",2009-01-25,NA,"upper battle creek",17,38,NA,NA
"BAT206",2009-01-26,NA,"upper battle creek",0,NA,NA,NA
"BAT206",2009-01-27,NA,"upper battle creek",0,NA,NA,NA
"BAT206",2009-01-28,NA,"upper battle creek",0,NA,NA,NA
"BAT206",2009-01-29,NA,"upper battle creek",0,NA,NA,NA
"BAT207",2009-01-28,NA,"upper battle creek",31,37,NA,NA
"BAT207",2009-01-29,NA,"upper battle creek",4,37,NA,NA
"BAT207",2009-01-30,NA,"upper battle creek",0,NA,NA,NA
"BAT207",2009-01-31,NA,"upper battle creek",0,NA,NA,NA
"BAT207",2009-02-01,NA,"upper battle creek",0,NA,NA,NA
"BAT208",2009-01-28,NA,"upper battle creek",10,38,NA,NA
"BAT208",2009-01-29,NA,"upper battle creek",3,38,NA,NA
"BAT208",2009-01-30,NA,"upper battle creek",0,NA,NA,NA
"BAT208",2009-01-31,NA,"upper battle creek",0,NA,NA,NA
"BAT208",2009-02-01,NA,"upper battle creek",0,NA,NA,NA
"BAT209",2009-02-01,NA,"upper battle creek",36,37,NA,NA
"BAT209",2009-02-02,NA,"upper battle creek",0,NA,NA,NA
"BAT209",2009-02-03,NA,"upper battle creek",0,NA,NA,NA
"BAT209",2009-02-04,NA,"upper battle creek",0,NA,NA,NA
"BAT209",2009-02-05,NA,"upper battle creek",0,NA,NA,NA
"BAT210",2009-02-01,NA,"upper battle creek",10,51,NA,NA
"BAT210",2009-02-02,NA,"upper battle creek",1,51,NA,NA
"BAT210",2009-02-03,NA,"upper battle creek",0,NA,NA,NA
"BAT210",2009-02-04,NA,"upper battle creek",0,NA,NA,NA
"BAT210",2009-02-05,NA,"upper battle creek",0,NA,NA,NA
"BAT211",2009-02-01,NA,"upper battle creek",9,37,NA,NA
"BAT211",2009-02-02,NA,"upper battle creek",0,NA,NA,NA
"BAT211",2009-02-03,NA,"upper battle creek",0,NA,NA,NA
"BAT211",2009-02-04,NA,"upper battle creek",0,NA,NA,NA
"BAT211",2009-02-05,NA,"upper battle creek",0,NA,NA,NA
"BAT212",2009-02-04,NA,"upper battle creek",30,37,NA,NA
"BAT212",2009-02-05,NA,"upper battle creek",7,37,NA,NA
"BAT212",2009-02-06,NA,"upper battle creek",2,37,NA,NA
"BAT212",2009-02-07,NA,"upper battle creek",3,37,NA,NA
"BAT212",2009-02-08,NA,"upper battle creek",0,NA,NA,NA
"BAT213",2009-02-04,NA,"upper battle creek",11,46,NA,NA
"BAT213",2009-02-05,NA,"upper battle creek",9,46,NA,NA
"BAT213",2009-02-06,NA,"upper battle creek",2,46,NA,NA
"BAT213",2009-02-07,NA,"upper battle creek",0,NA,NA,NA
"BAT213",2009-02-08,NA,"upper battle creek",0,NA,NA,NA
"BAT214",2009-02-04,NA,"upper battle creek",17,38,NA,NA
"BAT214",2009-02-05,NA,"upper battle creek",2,38,NA,NA
"BAT214",2009-02-06,NA,"upper battle creek",1,38,NA,NA
"BAT214",2009-02-07,NA,"upper battle creek",0,NA,NA,NA
"BAT214",2009-02-08,NA,"upper battle creek",0,NA,NA,NA
"BAT215",2009-02-08,NA,"upper battle creek",23,37,NA,NA
"BAT215",2009-02-09,NA,"upper battle creek",1,37,NA,NA
"BAT215",2009-02-10,NA,"upper battle creek",0,NA,NA,NA
"BAT215",2009-02-11,NA,"upper battle creek",0,NA,NA,NA
"BAT215",2009-02-12,NA,"upper battle creek",0,NA,NA,NA
"BAT216",2009-02-08,NA,"upper battle creek",26,49,NA,NA
"BAT216",2009-02-09,NA,"upper battle creek",1,49,NA,NA
"BAT216",2009-02-10,NA,"upper battle creek",0,NA,NA,NA
"BAT216",2009-02-11,NA,"upper battle creek",0,NA,NA,NA
"BAT216",2009-02-12,NA,"upper battle creek",0,NA,NA,NA
"BAT217",2009-02-08,NA,"upper battle creek",41,39,NA,NA
"BAT217",2009-02-09,NA,"upper battle creek",1,39,NA,NA
"BAT217",2009-02-10,NA,"upper battle creek",0,NA,NA,NA
"BAT217",2009-02-11,NA,"upper battle creek",0,NA,NA,NA
"BAT217",2009-02-12,NA,"upper battle creek",0,NA,NA,NA
"BAT218",2009-02-11,NA,"upper battle creek",8,49,NA,NA
"BAT218",2009-02-12,NA,"upper battle creek",3,49,NA,NA
"BAT218",2009-02-13,NA,"upper battle creek",1,49,NA,NA
"BAT218",2009-02-14,NA,"upper battle creek",0,NA,NA,NA
"BAT218",2009-02-15,NA,"upper battle creek",NA,NA,NA,NA
"BAT219",2009-02-11,NA,"upper battle creek",22,40,NA,NA
"BAT219",2009-02-12,NA,"upper battle creek",3,40,NA,NA
"BAT219",2009-02-13,NA,"upper battle creek",0,NA,NA,NA
"BAT219",2009-02-14,NA,"upper battle creek",0,NA,NA,NA
"BAT219",2009-02-15,NA,"upper battle creek",NA,NA,NA,NA
"BAT220",2009-02-11,NA,"upper battle creek",4,37,NA,NA
"BAT220",2009-02-12,NA,"upper battle creek",1,37,NA,NA
"BAT220",2009-02-13,NA,"upper battle creek",1,37,NA,NA
"BAT220",2009-02-14,NA,"upper battle creek",0,NA,NA,NA
"BAT220",2009-02-15,NA,"upper battle creek",NA,NA,NA,NA
"BAT221",2009-02-19,NA,"upper battle creek",4,49,NA,NA
"BAT221",2009-02-20,NA,"upper battle creek",2,49,NA,NA
"BAT221",2009-02-21,NA,"upper battle creek",0,NA,NA,NA
"BAT221",2009-02-22,NA,"upper battle creek",0,NA,NA,NA
"BAT221",2009-02-23,NA,"upper battle creek",NA,NA,NA,NA
"BAT222",2009-02-19,NA,"upper battle creek",4,40,NA,NA
"BAT222",2009-02-20,NA,"upper battle creek",4,40,NA,NA
"BAT222",2009-02-21,NA,"upper battle creek",0,NA,NA,NA
"BAT222",2009-02-22,NA,"upper battle creek",0,NA,NA,NA
"BAT222",2009-02-23,NA,"upper battle creek",NA,NA,NA,NA
"BAT223",2009-02-20,NA,"upper battle creek",37,37,NA,NA
"BAT223",2009-02-21,NA,"upper battle creek",7,37,NA,NA
"BAT223",2009-02-22,NA,"upper battle creek",0,NA,NA,NA
"BAT223",2009-02-23,NA,"upper battle creek",NA,NA,NA,NA
"BAT223",2009-02-24,NA,"upper battle creek",NA,NA,NA,NA
"BAT224",2009-02-26,NA,"upper battle creek",17,38,NA,NA
"BAT224",2009-02-27,NA,"upper battle creek",0,NA,NA,NA
"BAT224",2009-02-28,NA,"upper battle creek",0,NA,NA,NA
"BAT224",2009-03-01,NA,"upper battle creek",1,38,NA,NA
"BAT224",2009-03-02,NA,"upper battle creek",NA,NA,NA,NA
"BAT225",2009-02-26,NA,"upper battle creek",19,52,NA,NA
"BAT225",2009-02-27,NA,"upper battle creek",1,52,NA,NA
