OrganismCode,StationCode,SampleDate,BroodYear,SampleID,IDWeek,SubWeek,FWSRace,RCatch,NumReleased,BaileysEff,Dead,ForkLength,IDYear
CHN,LCC,1/20/2022,2021,020_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/20/2022,2021,020_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/20/2022,2021,020_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/20/2022,2021,020_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/20/2022,2021,020_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/20/2022,2021,020_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/20/2022,2021,020_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,39,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,33,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,37,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,33,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,33,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,36,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,37,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,37,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,37,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,37,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,37,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,37,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,33,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,34,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,33,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,36,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,36,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,60,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,33,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,35,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,33,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,33,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,33,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,32,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,32,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,32,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,34,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,37,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,UCC,1/21/2022,2021,021_22,3,A,S,1,300,0.1262,N,35,2022
CHN,UBC,1/21/2022,2021,021_22,3,A,S,1,309,0.0548,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,S,1,495,0.0363,N,56,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,41,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,34,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,36,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,67,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,30,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,237,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1475,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,9,495,0.0363,Y,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,44,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,814,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,541,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,3,495,0.0363,Y,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,81,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,4,495,0.0363,Y,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,138,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,4,495,0.0363,N,0,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,32,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,32,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,31,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,35,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,40,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,38,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
CHN,LCC,1/21/2022,2021,021_22,3,A,F,1,495,0.0363,N,37,2022
