Date,Time,ºC,ºF
1/15/2022,19:00,8.817,47.8706
1/15/2022,19:30,8.767,47.7806
1/15/2022,20:00,8.742,47.7356
1/15/2022,20:30,8.717,47.6906
1/15/2022,21:00,8.717,47.6906
1/15/2022,21:30,8.693,47.6474
1/15/2022,22:00,8.668,47.6024
1/15/2022,22:30,8.618,47.5124
1/15/2022,23:00,8.593,47.4674
1/15/2022,23:30,8.568,47.4224
1/16/2022,0:00,8.519,47.3342
1/16/2022,0:30,8.494,47.2892
1/16/2022,1:00,8.444,47.1992
1/16/2022,1:30,8.419,47.1542
1/16/2022,2:00,8.369,47.0642
1/16/2022,2:30,8.295,46.931
1/16/2022,3:00,8.245,46.841
1/16/2022,3:30,8.195,46.751
1/16/2022,4:00,8.12,46.616
1/16/2022,4:30,8.07,46.526
1/16/2022,5:00,8.02,46.436
1/16/2022,5:30,7.945,46.301
1/16/2022,6:00,7.895,46.211
1/16/2022,6:30,7.82,46.076
1/16/2022,7:00,7.77,45.986
1/16/2022,7:30,7.72,45.896
1/16/2022,8:00,7.67,45.806
1/16/2022,8:30,7.619,45.7142
1/16/2022,9:00,7.594,45.6692
1/16/2022,9:30,7.594,45.6692
1/16/2022,10:00,7.619,45.7142
1/16/2022,10:30,7.67,45.806
1/16/2022,11:00,7.77,45.986
1/16/2022,11:30,7.895,46.211
1/16/2022,12:00,8.02,46.436
1/16/2022,12:30,8.17,46.706
1/16/2022,13:00,8.295,46.931
1/16/2022,13:30,8.444,47.1992
1/16/2022,14:00,8.568,47.4224
1/16/2022,14:30,8.668,47.6024
1/16/2022,15:00,8.742,47.7356
1/16/2022,15:30,8.767,47.7806
1/16/2022,16:00,8.767,47.7806
1/16/2022,16:30,8.767,47.7806
1/16/2022,17:00,8.717,47.6906
1/16/2022,17:30,8.643,47.5574
1/16/2022,18:00,8.568,47.4224
1/16/2022,18:30,8.519,47.3342
1/16/2022,19:00,8.469,47.2442
1/16/2022,19:30,8.419,47.1542
1/16/2022,20:00,8.394,47.1092
1/16/2022,20:30,8.369,47.0642
1/16/2022,21:00,8.344,47.0192
1/16/2022,21:30,8.295,46.931
1/16/2022,22:00,8.27,46.886
1/16/2022,22:30,8.22,46.796
1/16/2022,23:00,8.195,46.751
1/16/2022,23:30,8.17,46.706
1/17/2022,0:00,8.12,46.616
1/17/2022,0:30,8.095,46.571
1/17/2022,1:00,8.045,46.481
1/17/2022,1:30,8.02,46.436
1/17/2022,2:00,7.97,46.346
1/17/2022,2:30,7.92,46.256
1/17/2022,3:00,7.845,46.121
1/17/2022,3:30,7.795,46.031
1/17/2022,4:00,7.745,45.941
1/17/2022,4:30,7.695,45.851
1/17/2022,5:00,7.67,45.806
1/17/2022,5:30,7.619,45.7142
1/17/2022,6:00,7.569,45.6242
1/17/2022,6:30,7.519,45.5342
1/17/2022,7:00,7.469,45.4442
1/17/2022,7:30,7.419,45.3542
1/17/2022,8:00,7.368,45.2624
1/17/2022,8:30,7.318,45.1724
1/17/2022,9:00,7.318,45.1724
1/17/2022,9:30,7.318,45.1724
1/17/2022,10:00,7.343,45.2174
1/17/2022,10:30,7.444,45.3992
1/17/2022,11:00,7.569,45.6242
1/17/2022,11:30,7.72,45.896
1/17/2022,12:00,7.87,46.166
1/17/2022,12:30,8.02,46.436
1/17/2022,13:00,8.195,46.751
1/17/2022,13:30,8.369,47.0642
1/17/2022,14:00,8.494,47.2892
1/17/2022,14:30,8.618,47.5124
1/17/2022,15:00,8.717,47.6906
1/17/2022,15:30,8.742,47.7356
1/17/2022,16:00,8.767,47.7806
1/17/2022,16:30,8.767,47.7806
1/17/2022,17:00,8.717,47.6906
1/17/2022,17:30,8.668,47.6024
1/17/2022,18:00,8.593,47.4674
1/17/2022,18:30,8.543,47.3774
1/17/2022,19:00,8.469,47.2442
1/17/2022,19:30,8.444,47.1992
1/17/2022,20:00,8.419,47.1542
1/17/2022,20:30,8.419,47.1542
1/17/2022,21:00,8.369,47.0642
1/17/2022,21:30,8.344,47.0192
1/17/2022,22:00,8.319,46.9742
1/17/2022,22:30,8.295,46.931
1/17/2022,23:00,8.27,46.886
1/17/2022,23:30,8.22,46.796
1/18/2022,0:00,8.22,46.796
1/18/2022,0:30,8.145,46.661
1/18/2022,1:00,8.145,46.661
1/18/2022,1:30,8.12,46.616
1/18/2022,2:00,8.095,46.571
1/18/2022,2:30,8.07,46.526
1/18/2022,3:00,8.02,46.436
1/18/2022,3:30,7.995,46.391
1/18/2022,4:00,7.945,46.301
1/18/2022,4:30,7.92,46.256
1/18/2022,5:00,7.87,46.166
1/18/2022,5:30,7.82,46.076
1/18/2022,6:00,7.77,45.986
1/18/2022,6:30,7.72,45.896
1/18/2022,7:00,7.67,45.806
1/18/2022,7:30,7.619,45.7142
1/18/2022,8:00,7.594,45.6692
1/18/2022,8:30,7.569,45.6242
1/18/2022,9:00,7.569,45.6242
1/18/2022,9:30,7.569,45.6242
1/18/2022,10:00,7.645,45.761
1/18/2022,10:30,7.72,45.896
1/18/2022,11:00,7.82,46.076
1/18/2022,11:30,7.97,46.346
1/18/2022,12:00,8.095,46.571
1/18/2022,12:30,8.195,46.751
1/18/2022,13:00,8.319,46.9742
1/18/2022,13:30,8.469,47.2442
1/18/2022,14:00,8.618,47.5124
1/18/2022,14:30,8.742,47.7356
1/18/2022,15:00,8.817,47.8706
1/18/2022,15:30,8.891,48.0038
1/18/2022,16:00,8.916,48.0488
1/18/2022,16:30,8.965,48.137
1/18/2022,17:00,8.941,48.0938
1/18/2022,17:30,8.916,48.0488
1/18/2022,18:00,8.841,47.9138
1/18/2022,18:30,8.792,47.8256
1/18/2022,19:00,8.742,47.7356
1/18/2022,19:30,8.693,47.6474
1/18/2022,20:00,8.668,47.6024
1/18/2022,20:30,8.668,47.6024
1/18/2022,21:00,8.643,47.5574
1/18/2022,21:30,8.643,47.5574
1/18/2022,22:00,8.618,47.5124
1/18/2022,22:30,8.593,47.4674
1/18/2022,23:00,8.568,47.4224
1/18/2022,23:30,8.519,47.3342
1/19/2022,0:00,8.494,47.2892
1/19/2022,0:30,8.444,47.1992
1/19/2022,1:00,8.419,47.1542
1/19/2022,1:30,8.394,47.1092
1/19/2022,2:00,8.344,47.0192
1/19/2022,2:30,8.295,46.931
1/19/2022,3:00,8.245,46.841
1/19/2022,3:30,8.22,46.796
1/19/2022,4:00,8.17,46.706
1/19/2022,4:30,8.12,46.616
1/19/2022,5:00,8.07,46.526
1/19/2022,5:30,8.02,46.436
1/19/2022,6:00,7.97,46.346
1/19/2022,6:30,7.92,46.256
1/19/2022,7:00,7.87,46.166
1/19/2022,7:30,7.82,46.076
1/19/2022,8:00,7.77,45.986
1/19/2022,8:30,7.745,45.941
1/19/2022,9:00,7.72,45.896
1/19/2022,9:30,7.72,45.896
1/19/2022,10:00,7.77,45.986
1/19/2022,10:30,7.87,46.166
1/19/2022,11:00,8.02,46.436
1/19/2022,11:30,8.145,46.661
1/19/2022,12:00,8.319,46.9742
1/19/2022,12:30,8.469,47.2442
1/19/2022,13:00,8.618,47.5124
1/19/2022,13:30,8.792,47.8256
1/19/2022,14:00,8.965,48.137
1/19/2022,14:30,9.089,48.3602
1/19/2022,15:00,9.188,48.5384
1/19/2022,15:30,9.238,48.6284
1/19/2022,16:00,9.262,48.6716
1/19/2022,16:30,9.287,48.7166
1/19/2022,17:00,9.262,48.6716
1/19/2022,17:30,9.238,48.6284
1/19/2022,18:00,9.188,48.5384
1/19/2022,18:30,9.139,48.4502
1/19/2022,19:00,9.114,48.4052
1/19/2022,19:30,9.114,48.4052
1/19/2022,20:00,9.089,48.3602
1/19/2022,20:30,9.089,48.3602
1/19/2022,21:00,9.089,48.3602
1/19/2022,21:30,9.089,48.3602
1/19/2022,22:00,9.064,48.3152
1/19/2022,22:30,9.064,48.3152
1/19/2022,23:00,9.04,48.272
1/19/2022,23:30,9.015,48.227
1/20/2022,0:00,9.015,48.227
1/20/2022,0:30,8.99,48.182
1/20/2022,1:00,8.965,48.137
1/20/2022,1:30,8.965,48.137
1/20/2022,2:00,8.941,48.0938
1/20/2022,2:30,8.916,48.0488
1/20/2022,3:00,8.891,48.0038
1/20/2022,3:30,8.866,47.9588
1/20/2022,4:00,8.841,47.9138
1/20/2022,4:30,8.792,47.8256
1/20/2022,5:00,8.742,47.7356
1/20/2022,5:30,8.717,47.6906
1/20/2022,6:00,8.668,47.6024
1/20/2022,6:30,8.618,47.5124
1/20/2022,7:00,8.568,47.4224
1/20/2022,7:30,8.519,47.3342
1/20/2022,8:00,8.469,47.2442
1/20/2022,8:30,8.444,47.1992
1/20/2022,9:00,8.419,47.1542
1/20/2022,9:30,8.419,47.1542
1/20/2022,10:00,8.469,47.2442
1/20/2022,10:30,8.568,47.4224
1/20/2022,11:00,8.668,47.6024
1/20/2022,11:30,8.817,47.8706
1/20/2022,12:00,8.941,48.0938
1/20/2022,12:30,9.089,48.3602
1/20/2022,13:00,9.238,48.6284
1/20/2022,13:30,9.41,48.938
1/20/2022,14:00,9.558,49.2044
1/20/2022,14:30,9.657,49.3826
1/20/2022,15:00,9.756,49.5608
1/20/2022,15:30,9.829,49.6922
1/20/2022,16:00,9.879,49.7822
1/20/2022,16:30,9.903,49.8254
1/20/2022,17:00,9.854,49.7372
1/20/2022,17:30,9.805,49.649
1/20/2022,18:00,9.756,49.5608
1/20/2022,18:30,9.682,49.4276
1/20/2022,19:00,9.632,49.3376
1/20/2022,19:30,9.608,49.2944
1/20/2022,20:00,9.583,49.2494
1/20/2022,20:30,9.558,49.2044
1/20/2022,21:00,9.534,49.1612
1/20/2022,21:30,9.509,49.1162
1/20/2022,22:00,9.485,49.073
1/20/2022,22:30,9.435,48.983
1/20/2022,23:00,9.386,48.8948
1/20/2022,23:30,9.361,48.8498
1/21/2022,0:00,9.312,48.7616
1/21/2022,0:30,9.262,48.6716
1/21/2022,1:00,9.238,48.6284
1/21/2022,1:30,9.188,48.5384
1/21/2022,2:00,9.163,48.4934
1/21/2022,2:30,9.114,48.4052
1/21/2022,3:00,9.064,48.3152
1/21/2022,3:30,9.04,48.272
1/21/2022,4:00,9.015,48.227
1/21/2022,4:30,8.99,48.182
1/21/2022,5:00,8.941,48.0938
1/21/2022,5:30,8.891,48.0038
1/21/2022,6:00,8.841,47.9138
1/21/2022,6:30,8.792,47.8256
1/21/2022,7:00,8.717,47.6906
1/21/2022,7:30,8.668,47.6024
1/21/2022,8:00,8.618,47.5124
1/21/2022,8:30,8.618,47.5124
1/21/2022,9:00,8.593,47.4674
1/21/2022,9:30,8.593,47.4674
1/21/2022,10:00,8.618,47.5124
1/21/2022,10:30,8.668,47.6024
1/21/2022,11:00,8.742,47.7356
1/21/2022,11:30,8.841,47.9138
1/21/2022,12:00,8.941,48.0938
1/21/2022,12:30,9.04,48.272
1/21/2022,13:00,9.163,48.4934
1/21/2022,13:30,9.262,48.6716
1/21/2022,14:00,9.361,48.8498
1/21/2022,14:30,9.485,49.073
1/21/2022,15:00,9.534,49.1612
1/21/2022,15:30,9.558,49.2044
1/21/2022,16:00,9.558,49.2044
1/21/2022,16:30,9.534,49.1612
1/21/2022,17:00,9.485,49.073
1/21/2022,17:30,9.41,48.938
1/21/2022,18:00,9.336,48.8048
1/21/2022,18:30,9.262,48.6716
1/21/2022,19:00,9.213,48.5834
1/21/2022,19:30,9.163,48.4934
1/21/2022,20:00,9.114,48.4052
1/21/2022,20:30,9.089,48.3602
1/21/2022,21:00,9.064,48.3152
1/21/2022,21:30,9.04,48.272
1/21/2022,22:00,9.015,48.227
1/21/2022,22:30,8.99,48.182
1/21/2022,23:00,8.965,48.137
1/21/2022,23:30,8.941,48.0938
1/22/2022,0:00,8.916,48.0488
1/22/2022,0:30,8.891,48.0038
1/22/2022,1:00,8.866,47.9588
1/22/2022,1:30,8.841,47.9138
1/22/2022,2:00,8.817,47.8706
1/22/2022,2:30,8.792,47.8256
1/22/2022,3:00,8.767,47.7806
1/22/2022,3:30,8.717,47.6906
1/22/2022,4:00,8.668,47.6024
1/22/2022,4:30,8.618,47.5124
1/22/2022,5:00,8.568,47.4224
1/22/2022,5:30,8.519,47.3342
1/22/2022,6:00,8.519,47.3342
1/22/2022,6:30,8.469,47.2442
1/22/2022,7:00,8.444,47.1992
1/22/2022,7:30,8.419,47.1542
1/22/2022,8:00,8.419,47.1542
1/22/2022,8:30,8.394,47.1092
1/22/2022,9:00,8.369,47.0642
1/22/2022,9:30,8.394,47.1092
1/22/2022,10:00,8.419,47.1542
1/22/2022,10:30,8.469,47.2442
1/22/2022,11:00,8.568,47.4224
1/22/2022,11:30,8.693,47.6474
1/22/2022,12:00,8.817,47.8706
1/22/2022,12:30,8.941,48.0938
1/22/2022,13:00,9.064,48.3152
1/22/2022,13:30,9.213,48.5834
1/22/2022,14:00,9.312,48.7616
1/22/2022,14:30,9.41,48.938
1/22/2022,15:00,9.46,49.028
1/22/2022,15:30,9.534,49.1612
1/22/2022,16:00,9.534,49.1612
1/22/2022,16:30,9.534,49.1612
1/22/2022,17:00,9.509,49.1162
1/22/2022,17:30,9.435,48.983
1/22/2022,18:00,9.386,48.8948
1/22/2022,18:30,9.287,48.7166
1/22/2022,19:00,9.213,48.5834
1/22/2022,19:30,9.139,48.4502
1/22/2022,20:00,9.064,48.3152
1/22/2022,20:30,9.015,48.227
1/22/2022,21:00,8.99,48.182
1/22/2022,21:30,8.941,48.0938
1/22/2022,22:00,8.891,48.0038
1/22/2022,22:30,8.866,47.9588
1/22/2022,23:00,8.841,47.9138
1/22/2022,23:30,8.817,47.8706
1/23/2022,0:00,8.767,47.7806
1/23/2022,0:30,8.742,47.7356
1/23/2022,1:00,8.717,47.6906
1/23/2022,1:30,8.668,47.6024
1/23/2022,2:00,8.643,47.5574
1/23/2022,2:30,8.593,47.4674
1/23/2022,3:00,8.568,47.4224
1/23/2022,3:30,8.494,47.2892
1/23/2022,4:00,8.444,47.1992
1/23/2022,4:30,8.394,47.1092
1/23/2022,5:00,8.319,46.9742
1/23/2022,5:30,8.27,46.886
1/23/2022,6:00,8.22,46.796
1/23/2022,6:30,8.145,46.661
1/23/2022,7:00,8.095,46.571
1/23/2022,7:30,8.045,46.481
1/23/2022,8:00,8.02,46.436
1/23/2022,8:30,7.97,46.346
1/23/2022,9:00,7.945,46.301
1/23/2022,9:30,7.97,46.346
1/23/2022,10:00,8.02,46.436
1/23/2022,10:30,8.095,46.571
1/23/2022,11:00,8.22,46.796
1/23/2022,11:30,8.369,47.0642
1/23/2022,12:00,8.519,47.3342
1/23/2022,12:30,8.693,47.6474
1/23/2022,13:00,8.866,47.9588
1/23/2022,13:30,9.015,48.227
1/23/2022,14:00,9.163,48.4934
1/23/2022,14:30,9.287,48.7166
1/23/2022,15:00,9.386,48.8948
1/23/2022,15:30,9.46,49.028
1/23/2022,16:00,9.485,49.073
1/23/2022,16:30,9.485,49.073
1/23/2022,17:00,9.46,49.028
1/23/2022,17:30,9.41,48.938
1/23/2022,18:00,9.361,48.8498
1/23/2022,18:30,9.312,48.7616
1/23/2022,19:00,9.238,48.6284
1/23/2022,19:30,9.188,48.5384
1/23/2022,20:00,9.163,48.4934
1/23/2022,20:30,9.139,48.4502
1/23/2022,21:00,9.114,48.4052
1/23/2022,21:30,9.089,48.3602
1/23/2022,22:00,9.064,48.3152
1/23/2022,22:30,9.04,48.272
1/23/2022,23:00,8.99,48.182
1/23/2022,23:30,8.965,48.137
1/24/2022,0:00,8.916,48.0488
1/24/2022,0:30,8.891,48.0038
1/24/2022,1:00,8.841,47.9138
1/24/2022,1:30,8.817,47.8706
1/24/2022,2:00,8.767,47.7806
1/24/2022,2:30,8.717,47.6906
1/24/2022,3:00,8.643,47.5574
1/24/2022,3:30,8.593,47.4674
1/24/2022,4:00,8.519,47.3342
1/24/2022,4:30,8.469,47.2442
1/24/2022,5:00,8.394,47.1092
1/24/2022,5:30,8.319,46.9742
1/24/2022,6:00,8.27,46.886
1/24/2022,6:30,8.195,46.751
1/24/2022,7:00,8.12,46.616
1/24/2022,7:30,8.07,46.526
1/24/2022,8:00,8.02,46.436
1/24/2022,8:30,7.97,46.346
1/24/2022,9:00,7.945,46.301
1/24/2022,9:30,7.945,46.301
1/24/2022,10:00,7.995,46.391
1/24/2022,10:30,8.07,46.526
1/24/2022,11:00,8.195,46.751
1/24/2022,11:30,8.344,47.0192
1/24/2022,12:00,8.469,47.2442
1/24/2022,12:30,8.643,47.5574
1/24/2022,13:00,8.742,47.7356
1/24/2022,13:30,8.891,48.0038
1/24/2022,14:00,9.04,48.272
1/24/2022,14:30,9.163,48.4934
1/24/2022,15:00,9.287,48.7166
1/24/2022,15:30,9.287,48.7166
1/24/2022,16:00,9.262,48.6716
1/24/2022,16:30,9.238,48.6284
1/24/2022,17:00,9.213,48.5834
1/24/2022,17:30,9.163,48.4934
1/24/2022,18:00,9.089,48.3602
1/24/2022,18:30,9.015,48.227
1/24/2022,19:00,8.965,48.137
1/24/2022,19:30,8.916,48.0488
1/24/2022,20:00,8.866,47.9588
1/24/2022,20:30,8.817,47.8706
1/24/2022,21:00,8.792,47.8256
1/24/2022,21:30,8.767,47.7806
1/24/2022,22:00,8.717,47.6906
1/24/2022,22:30,8.693,47.6474
1/24/2022,23:00,8.668,47.6024
1/24/2022,23:30,8.618,47.5124
1/25/2022,0:00,8.568,47.4224
1/25/2022,0:30,8.543,47.3774
1/25/2022,1:00,8.494,47.2892
1/25/2022,1:30,8.444,47.1992
1/25/2022,2:00,8.394,47.1092
1/25/2022,2:30,8.319,46.9742
1/25/2022,3:00,8.27,46.886
1/25/2022,3:30,8.195,46.751
1/25/2022,4:00,8.12,46.616
1/25/2022,4:30,8.045,46.481
1/25/2022,5:00,7.97,46.346
1/25/2022,5:30,7.92,46.256
1/25/2022,6:00,7.87,46.166
1/25/2022,6:30,7.87,46.166
1/25/2022,7:00,7.87,46.166
1/25/2022,7:30,7.82,46.076
1/25/2022,8:00,7.795,46.031
1/25/2022,8:30,7.77,45.986
1/25/2022,9:00,7.77,45.986
1/25/2022,9:30,7.77,45.986
1/25/2022,10:00,7.82,46.076
1/25/2022,10:30,7.87,46.166
1/25/2022,11:00,7.995,46.391
1/25/2022,11:30,8.12,46.616
1/25/2022,12:00,8.245,46.841
1/25/2022,12:30,8.369,47.0642
1/25/2022,13:00,8.494,47.2892
1/25/2022,13:30,8.618,47.5124
1/25/2022,14:00,8.742,47.7356
1/25/2022,14:30,8.866,47.9588
1/25/2022,15:00,8.965,48.137
1/25/2022,15:30,8.99,48.182
1/25/2022,16:00,9.015,48.227
1/25/2022,16:30,9.015,48.227
1/25/2022,17:00,8.965,48.137
1/25/2022,17:30,8.916,48.0488
1/25/2022,18:00,8.841,47.9138
1/25/2022,18:30,8.742,47.7356
1/25/2022,19:00,8.668,47.6024
1/25/2022,19:30,8.593,47.4674
1/25/2022,20:00,8.519,47.3342
1/25/2022,20:30,8.469,47.2442
1/25/2022,21:00,8.444,47.1992
1/25/2022,21:30,8.419,47.1542
1/25/2022,22:00,8.369,47.0642
1/25/2022,22:30,8.319,46.9742
1/25/2022,23:00,8.27,46.886
1/25/2022,23:30,8.245,46.841
1/26/2022,0:00,8.195,46.751
1/26/2022,0:30,8.17,46.706
1/26/2022,1:00,8.12,46.616
1/26/2022,1:30,8.07,46.526
1/26/2022,2:00,8.02,46.436
1/26/2022,2:30,7.97,46.346
1/26/2022,3:00,7.92,46.256
1/26/2022,3:30,7.845,46.121
1/26/2022,4:00,7.795,46.031
1/26/2022,4:30,7.72,45.896
1/26/2022,5:00,7.645,45.761
1/26/2022,5:30,7.544,45.5792
1/26/2022,6:00,7.469,45.4442
1/26/2022,6:30,7.393,45.3074
1/26/2022,7:00,7.318,45.1724
1/26/2022,7:30,7.242,45.0356
1/26/2022,8:00,7.192,44.9456
1/26/2022,8:30,7.142,44.8556
1/26/2022,9:00,7.116,44.8088
1/26/2022,9:30,7.116,44.8088
1/26/2022,10:00,7.167,44.9006
1/26/2022,10:30,7.242,45.0356
1/26/2022,11:00,7.368,45.2624
1/26/2022,11:30,7.494,45.4892
1/26/2022,12:00,7.645,45.761
1/26/2022,12:30,7.82,46.076
1/26/2022,13:00,7.97,46.346
1/26/2022,13:30,8.145,46.661
1/26/2022,14:00,8.319,46.9742
1/26/2022,14:30,8.419,47.1542
1/26/2022,15:00,8.519,47.3342
1/26/2022,15:30,8.618,47.5124
1/26/2022,16:00,8.618,47.5124
1/26/2022,16:30,8.643,47.5574
1/26/2022,17:00,8.618,47.5124
1/26/2022,17:30,8.568,47.4224
1/26/2022,18:00,8.519,47.3342
1/26/2022,18:30,8.444,47.1992
1/26/2022,19:00,8.369,47.0642
1/26/2022,19:30,8.319,46.9742
1/26/2022,20:00,8.27,46.886
1/26/2022,20:30,8.27,46.886
1/26/2022,21:00,8.22,46.796
1/26/2022,21:30,8.22,46.796
1/26/2022,22:00,8.17,46.706
1/26/2022,22:30,8.145,46.661
1/26/2022,23:00,8.12,46.616
1/26/2022,23:30,8.07,46.526
1/27/2022,0:00,8.045,46.481
1/27/2022,0:30,8.02,46.436
1/27/2022,1:00,7.97,46.346
1/27/2022,1:30,7.945,46.301
1/27/2022,2:00,7.895,46.211
1/27/2022,2:30,7.87,46.166
1/27/2022,3:00,7.82,46.076
1/27/2022,3:30,7.77,45.986
1/27/2022,4:00,7.695,45.851
1/27/2022,4:30,7.645,45.761
1/27/2022,5:00,7.569,45.6242
1/27/2022,5:30,7.519,45.5342
1/27/2022,6:00,7.444,45.3992
1/27/2022,6:30,7.393,45.3074
1/27/2022,7:00,7.318,45.1724
1/27/2022,7:30,7.268,45.0824
1/27/2022,8:00,7.217,44.9906
1/27/2022,8:30,7.167,44.9006
1/27/2022,9:00,7.167,44.9006
1/27/2022,9:30,7.167,44.9006
1/27/2022,10:00,7.217,44.9906
1/27/2022,10:30,7.343,45.2174
1/27/2022,11:00,7.469,45.4442
1/27/2022,11:30,7.645,45.761
1/27/2022,12:00,7.82,46.076
1/27/2022,12:30,7.97,46.346
1/27/2022,13:00,8.17,46.706
1/27/2022,13:30,8.319,46.9742
1/27/2022,14:00,8.519,47.3342
1/27/2022,14:30,8.643,47.5574
1/27/2022,15:00,8.767,47.7806
1/27/2022,15:30,8.841,47.9138
1/27/2022,16:00,8.866,47.9588
1/27/2022,16:30,8.891,48.0038
1/27/2022,17:00,8.866,47.9588
1/27/2022,17:30,8.817,47.8706
1/27/2022,18:00,8.767,47.7806
1/27/2022,18:30,8.717,47.6906
1/27/2022,19:00,8.618,47.5124
1/27/2022,19:30,8.568,47.4224
1/27/2022,20:00,8.519,47.3342
1/27/2022,20:30,8.494,47.2892
1/27/2022,21:00,8.469,47.2442
1/27/2022,21:30,8.419,47.1542
1/27/2022,22:00,8.394,47.1092
1/27/2022,22:30,8.369,47.0642
1/27/2022,23:00,8.344,47.0192
1/27/2022,23:30,8.319,46.9742
1/28/2022,0:00,8.27,46.886
1/28/2022,0:30,8.22,46.796
1/28/2022,1:00,8.195,46.751
1/28/2022,1:30,8.145,46.661
1/28/2022,2:00,8.095,46.571
1/28/2022,2:30,8.045,46.481
1/28/2022,3:00,7.995,46.391
1/28/2022,3:30,7.945,46.301
1/28/2022,4:00,7.87,46.166
1/28/2022,4:30,7.795,46.031
1/28/2022,5:00,7.72,45.896
1/28/2022,5:30,7.645,45.761
1/28/2022,6:00,7.569,45.6242
1/28/2022,6:30,7.494,45.4892
1/28/2022,7:00,7.419,45.3542
1/28/2022,7:30,7.368,45.2624
1/28/2022,8:00,7.318,45.1724
1/28/2022,8:30,7.268,45.0824
1/28/2022,9:00,7.242,45.0356
1/28/2022,9:30,7.268,45.0824
1/28/2022,10:00,7.318,45.1724
1/28/2022,10:30,7.419,45.3542
1/28/2022,11:00,7.544,45.5792
1/28/2022,11:30,7.72,45.896
1/28/2022,12:00,7.87,46.166
1/28/2022,12:30,8.045,46.481
1/28/2022,13:00,8.22,46.796
1/28/2022,13:30,8.419,47.1542
1/28/2022,14:00,8.568,47.4224
1/28/2022,14:30,8.693,47.6474
1/28/2022,15:00,8.767,47.7806
1/28/2022,15:30,8.866,47.9588
1/28/2022,16:00,8.916,48.0488
1/28/2022,16:30,8.916,48.0488
1/28/2022,17:00,8.916,48.0488
1/28/2022,17:30,8.841,47.9138
1/28/2022,18:00,8.792,47.8256
1/28/2022,18:30,8.717,47.6906
1/28/2022,19:00,8.668,47.6024
1/28/2022,19:30,8.593,47.4674
1/28/2022,20:00,8.568,47.4224
1/28/2022,20:30,8.543,47.3774
1/28/2022,21:00,8.519,47.3342
1/28/2022,21:30,8.494,47.2892
1/28/2022,22:00,8.469,47.2442
1/28/2022,22:30,8.469,47.2442
1/28/2022,23:00,8.419,47.1542
1/28/2022,23:30,8.419,47.1542
1/29/2022,0:00,8.369,47.0642
1/29/2022,0:30,8.344,47.0192
1/29/2022,1:00,8.319,46.9742
1/29/2022,1:30,8.27,46.886
1/29/2022,2:00,8.22,46.796
1/29/2022,2:30,8.17,46.706
1/29/2022,3:00,8.12,46.616
1/29/2022,3:30,8.045,46.481
1/29/2022,4:00,7.995,46.391
1/29/2022,4:30,7.92,46.256
1/29/2022,5:00,7.845,46.121
1/29/2022,5:30,7.77,45.986
1/29/2022,6:00,7.695,45.851
1/29/2022,6:30,7.645,45.761
1/29/2022,7:00,7.569,45.6242
1/29/2022,7:30,7.494,45.4892
1/29/2022,8:00,7.444,45.3992
1/29/2022,8:30,7.393,45.3074
1/29/2022,9:00,7.368,45.2624
1/29/2022,9:30,7.368,45.2624
1/29/2022,10:00,7.419,45.3542
1/29/2022,10:30,7.519,45.5342
1/29/2022,11:00,7.67,45.806
1/29/2022,11:30,7.795,46.031
1/29/2022,12:00,7.97,46.346
1/29/2022,12:30,8.145,46.661
1/29/2022,13:00,8.319,46.9742
1/29/2022,13:30,8.494,47.2892
1/29/2022,14:00,8.668,47.6024
1/29/2022,14:30,8.817,47.8706
1/29/2022,15:00,8.916,48.0488
1/29/2022,15:30,8.99,48.182
1/29/2022,16:00,9.015,48.227
1/29/2022,16:30,9.015,48.227
1/29/2022,17:00,8.99,48.182
1/29/2022,17:30,8.941,48.0938
1/29/2022,18:00,8.866,47.9588
1/29/2022,18:30,8.792,47.8256
1/29/2022,19:00,8.717,47.6906
1/29/2022,19:30,8.618,47.5124
1/29/2022,20:00,8.568,47.4224
1/29/2022,20:30,8.519,47.3342
1/29/2022,21:00,8.494,47.2892
1/29/2022,21:30,8.469,47.2442
1/29/2022,22:00,8.419,47.1542
1/29/2022,22:30,8.394,47.1092
1/29/2022,23:00,8.369,47.0642
1/29/2022,23:30,8.319,46.9742
1/30/2022,0:00,8.27,46.886
1/30/2022,0:30,8.22,46.796
1/30/2022,1:00,8.195,46.751
1/30/2022,1:30,8.145,46.661
1/30/2022,2:00,8.095,46.571
1/30/2022,2:30,8.07,46.526
1/30/2022,3:00,7.995,46.391
1/30/2022,3:30,7.945,46.301
1/30/2022,4:00,7.87,46.166
1/30/2022,4:30,7.795,46.031
1/30/2022,5:00,7.72,45.896
1/30/2022,5:30,7.645,45.761
1/30/2022,6:00,7.569,45.6242
1/30/2022,6:30,7.519,45.5342
1/30/2022,7:00,7.444,45.3992
1/30/2022,7:30,7.393,45.3074
1/30/2022,8:00,7.318,45.1724
1/30/2022,8:30,7.293,45.1274
1/30/2022,9:00,7.268,45.0824
1/30/2022,9:30,7.293,45.1274
1/30/2022,10:00,7.343,45.2174
1/30/2022,10:30,7.444,45.3992
1/30/2022,11:00,7.569,45.6242
1/30/2022,11:30,7.72,45.896
1/30/2022,12:00,7.895,46.211
1/30/2022,12:30,8.07,46.526
1/30/2022,13:00,8.245,46.841
1/30/2022,13:30,8.419,47.1542
1/30/2022,14:00,8.568,47.4224
1/30/2022,14:30,8.717,47.6906
