site,release_site,release_id,date_recaptured,number_recaptured,median_fork_length_recaptured
Clear Creek,CCRB,CLR271,2005-04-23,10,57
Clear Creek,CCRB,CLR271,2005-04-24,1,57
Clear Creek,CCRB,CLR271,2005-04-25,2,57
Clear Creek,CCRB,CLR271,2005-04-26,2,57
Clear Creek,CCRB,CLR271,2005-04-27,0,NA
Clear Creek,VB,CLR272,2005-04-27,9,69
Clear Creek,VB,CLR272,2005-04-28,0,NA
Clear Creek,VB,CLR272,2005-04-29,0,NA
Clear Creek,VB,CLR272,2005-04-30,0,NA
Clear Creek,VB,CLR272,2005-05-01,0,NA
Clear Creek,CCRB,CLR273,2005-04-30,12,62
Clear Creek,CCRB,CLR273,2005-05-01,2,62
Clear Creek,CCRB,CLR273,2005-05-02,1,62
Clear Creek,CCRB,CLR273,2005-05-03,0,NA
Clear Creek,CCRB,CLR273,2005-05-04,0,NA
Clear Creek,VB,CLR274,2005-05-04,2,65
Clear Creek,VB,CLR274,2005-05-05,2,65
Clear Creek,VB,CLR274,2005-05-06,0,NA
Clear Creek,VB,CLR274,2005-05-07,0,NA
Clear Creek,VB,CLR274,2005-05-08,0,NA
Clear Creek,CCRB,CLR275,2005-05-07,10,63
Clear Creek,CCRB,CLR275,2005-05-08,0,NA
Clear Creek,CCRB,CLR275,2005-05-09,0,NA
Clear Creek,CCRB,CLR275,2005-05-10,0,NA
Clear Creek,CCRB,CLR275,2005-05-11,0,NA
Clear Creek,VB,CLR276,2005-05-07,5,62
Clear Creek,VB,CLR276,2005-05-08,0,NA
Clear Creek,VB,CLR276,2005-05-09,0,NA
Clear Creek,VB,CLR276,2005-05-10,0,NA
Clear Creek,VB,CLR276,2005-05-11,0,NA
Clear Creek,VB,CLR277,2005-05-14,3,64
Clear Creek,VB,CLR277,2005-05-15,0,NA
Clear Creek,VB,CLR277,2005-05-16,0,NA
Clear Creek,VB,CLR277,2005-05-17,0,NA
Clear Creek,VB,CLR277,2005-05-18,0,NA
Clear Creek,CCRB,CLR278,2005-05-14,20,59
Clear Creek,CCRB,CLR278,2005-05-15,1,59
Clear Creek,CCRB,CLR278,2005-05-16,2,59
Clear Creek,CCRB,CLR278,2005-05-17,0,NA
Clear Creek,CCRB,CLR278,2005-05-18,0,NA
Clear Creek,VB,CLR279,2005-12-24,8,35.5
Clear Creek,VB,CLR279,2005-12-25,0,NA
Clear Creek,VB,CLR279,2005-12-26,0,NA
Clear Creek,VB,CLR279,2005-12-27,0,NA
Clear Creek,VB,CLR279,2005-12-28,0,NA
Clear Creek,CCRB,CLR280,2005-12-24,3,36
Clear Creek,CCRB,CLR280,2005-12-25,0,NA
Clear Creek,CCRB,CLR280,2005-12-26,0,NA
Clear Creek,CCRB,CLR280,2005-12-27,0,NA
Clear Creek,CCRB,CLR280,2005-12-28,0,NA
Clear Creek,CCRB,CLR281,2006-01-07,17,35
Clear Creek,CCRB,CLR281,2006-01-08,0,NA
Clear Creek,CCRB,CLR281,2006-01-09,0,NA
Clear Creek,CCRB,CLR281,2006-01-10,0,NA
Clear Creek,CCRB,CLR281,2006-01-11,0,NA
Clear Creek,CCRB,CLR282,2006-01-12,2,37.5
Clear Creek,CCRB,CLR282,2006-01-13,0,NA
Clear Creek,CCRB,CLR282,2006-01-14,0,NA
Clear Creek,CCRB,CLR282,2006-01-15,0,NA
Clear Creek,CCRB,CLR282,2006-01-16,0,NA
Clear Creek,CCRB,CLR283,2006-01-15,6,36
Clear Creek,CCRB,CLR283,2006-01-16,0,NA
Clear Creek,CCRB,CLR283,2006-01-17,0,NA
Clear Creek,CCRB,CLR283,2006-01-18,0,NA
Clear Creek,CCRB,CLR283,2006-01-19,0,NA
Clear Creek,VB,CLR284,2006-01-21,14,35
Clear Creek,VB,CLR284,2006-01-22,0,NA
Clear Creek,VB,CLR284,2006-01-23,0,NA
Clear Creek,VB,CLR284,2006-01-24,0,NA
Clear Creek,VB,CLR284,2006-01-25,0,NA
Clear Creek,CCRB,CLR285,2006-01-21,8,36
Clear Creek,CCRB,CLR285,2006-01-22,0,NA
Clear Creek,CCRB,CLR285,2006-01-23,0,NA
Clear Creek,CCRB,CLR285,2006-01-24,0,NA
Clear Creek,CCRB,CLR285,2006-01-25,0,NA
Clear Creek,VB,CLR286,2006-01-25,19,37
Clear Creek,VB,CLR286,2006-01-26,2,37
Clear Creek,VB,CLR286,2006-01-27,0,NA
Clear Creek,VB,CLR286,2006-01-28,0,NA
Clear Creek,VB,CLR286,2006-01-29,0,NA
Clear Creek,CCRB,CLR287,2006-01-25,19,37
Clear Creek,CCRB,CLR287,2006-01-26,0,NA
Clear Creek,CCRB,CLR287,2006-01-27,1,37
Clear Creek,CCRB,CLR287,2006-01-28,0,NA
Clear Creek,CCRB,CLR287,2006-01-29,0,NA
Clear Creek,VB,CLR288,2006-01-28,10,37
Clear Creek,VB,CLR288,2006-01-29,0,NA
Clear Creek,VB,CLR288,2006-01-30,1,37
Clear Creek,VB,CLR288,2006-01-31,0,NA
Clear Creek,VB,CLR288,2006-02-01,0,NA
Clear Creek,CCRB,CLR289,2006-01-28,13,36
Clear Creek,CCRB,CLR289,2006-01-29,10,36
Clear Creek,CCRB,CLR289,2006-01-30,0,NA
Clear Creek,CCRB,CLR289,2006-01-31,0,NA
Clear Creek,CCRB,CLR289,2006-02-01,0,NA
Clear Creek,VB,CLR290,2006-02-01,21,37
Clear Creek,VB,CLR290,2006-02-02,0,NA
Clear Creek,VB,CLR290,2006-02-03,0,NA
Clear Creek,VB,CLR290,2006-02-04,0,NA
Clear Creek,VB,CLR290,2006-02-05,0,NA
Clear Creek,CCRB,CLR291,2006-02-01,15,37
Clear Creek,CCRB,CLR291,2006-02-02,0,NA
Clear Creek,CCRB,CLR291,2006-02-03,0,NA
Clear Creek,CCRB,CLR291,2006-02-04,0,NA
Clear Creek,CCRB,CLR291,2006-02-05,0,NA
Clear Creek,CCRB,CLR292,2006-02-04,9,37
Clear Creek,CCRB,CLR292,2006-02-05,0,NA
Clear Creek,CCRB,CLR292,2006-02-06,0,NA
Clear Creek,CCRB,CLR292,2006-02-07,0,NA
Clear Creek,CCRB,CLR292,2006-02-08,0,NA
Clear Creek,VB,CLR293,2006-02-04,9,36
Clear Creek,VB,CLR293,2006-02-05,0,NA
Clear Creek,VB,CLR293,2006-02-06,0,NA
Clear Creek,VB,CLR293,2006-02-07,0,NA
Clear Creek,VB,CLR293,2006-02-08,0,NA
Clear Creek,VB,CLR294,2006-02-08,15,36
Clear Creek,VB,CLR294,2006-02-09,1,36
Clear Creek,VB,CLR294,2006-02-10,0,NA
Clear Creek,VB,CLR294,2006-02-11,0,NA
Clear Creek,VB,CLR294,2006-02-12,0,NA
Clear Creek,CCRB,CLR295,2006-02-08,10,36
Clear Creek,CCRB,CLR295,2006-02-09,5,36
Clear Creek,CCRB,CLR295,2006-02-10,0,NA
Clear Creek,CCRB,CLR295,2006-02-11,0,NA
Clear Creek,CCRB,CLR295,2006-02-12,0,NA
Clear Creek,VB,CLR296,2006-02-11,7,36.5
Clear Creek,VB,CLR296,2006-02-12,1,36.5
Clear Creek,VB,CLR296,2006-02-13,0,NA
Clear Creek,VB,CLR296,2006-02-14,0,NA
Clear Creek,VB,CLR296,2006-02-15,0,NA
Clear Creek,CCRB,CLR297,2006-02-11,26,36
Clear Creek,CCRB,CLR297,2006-02-12,2,36
Clear Creek,CCRB,CLR297,2006-02-13,0,NA
Clear Creek,CCRB,CLR297,2006-02-14,0,NA
Clear Creek,CCRB,CLR297,2006-02-15,0,NA
Clear Creek,VB,CLR298,2006-02-18,20,37
Clear Creek,VB,CLR298,2006-02-19,3,37
Clear Creek,VB,CLR298,2006-02-20,0,NA
Clear Creek,VB,CLR298,2006-02-21,0,NA
Clear Creek,VB,CLR298,2006-02-22,0,NA
Clear Creek,CCRB,CLR299,2006-02-18,21,37
Clear Creek,CCRB,CLR299,2006-02-19,0,NA
Clear Creek,CCRB,CLR299,2006-02-20,1,37
Clear Creek,CCRB,CLR299,2006-02-21,0,NA
Clear Creek,CCRB,CLR299,2006-02-22,0,NA
Clear Creek,VB,CLR300,2006-02-25,19,37
Clear Creek,VB,CLR300,2006-02-26,1,37
Clear Creek,VB,CLR300,2006-02-27,1,37
Clear Creek,VB,CLR300,2006-02-28,0,NA
Clear Creek,VB,CLR300,2006-03-01,0,NA
Clear Creek,CCRB,CLR301,2006-02-25,33,36
Clear Creek,CCRB,CLR301,2006-02-26,0,NA
Clear Creek,CCRB,CLR301,2006-02-27,0,NA
Clear Creek,CCRB,CLR301,2006-02-28,0,NA
Clear Creek,CCRB,CLR301,2006-03-01,0,NA
Clear Creek,VB,CLR302,2006-03-04,10,37
Clear Creek,VB,CLR302,2006-03-05,2,37
Clear Creek,VB,CLR302,2006-03-06,0,NA
Clear Creek,VB,CLR302,2006-03-07,0,NA
Clear Creek,VB,CLR302,2006-03-08,0,NA
Clear Creek,CCRB,CLR303,2006-03-04,3,38
Clear Creek,CCRB,CLR303,2006-03-05,0,NA
Clear Creek,CCRB,CLR303,2006-03-06,0,NA
Clear Creek,CCRB,CLR303,2006-03-07,0,NA
Clear Creek,CCRB,CLR303,2006-03-08,0,NA
Clear Creek,VB,CLR304,2006-03-11,8,37
Clear Creek,VB,CLR304,2006-03-12,2,37
Clear Creek,VB,CLR304,2006-03-13,0,NA
Clear Creek,VB,CLR304,2006-03-14,0,NA
Clear Creek,VB,CLR304,2006-03-15,0,NA
Clear Creek,CCRB,CLR305,2006-03-11,17,37
Clear Creek,CCRB,CLR305,2006-03-12,1,37
Clear Creek,CCRB,CLR305,2006-03-13,0,NA
Clear Creek,CCRB,CLR305,2006-03-14,0,NA
Clear Creek,CCRB,CLR305,2006-03-15,0,NA
Clear Creek,VB,CLR306,2006-03-18,12,37
Clear Creek,VB,CLR306,2006-03-19,0,NA
Clear Creek,VB,CLR306,2006-03-20,0,NA
Clear Creek,VB,CLR306,2006-03-21,0,NA
Clear Creek,VB,CLR306,2006-03-22,0,NA
Clear Creek,CCRB,CLR307,2006-03-18,2,36
Clear Creek,CCRB,CLR307,2006-03-19,1,36
Clear Creek,CCRB,CLR307,2006-03-20,0,NA
Clear Creek,CCRB,CLR307,2006-03-21,0,NA
Clear Creek,CCRB,CLR307,2006-03-22,0,NA
Clear Creek,VB,CLR308,2006-03-22,11,36
Clear Creek,VB,CLR308,2006-03-23,0,NA
Clear Creek,VB,CLR308,2006-03-24,0,NA
Clear Creek,VB,CLR308,2006-03-25,0,NA
Clear Creek,VB,CLR308,2006-03-26,0,NA
Clear Creek,CCRB,CLR309,2006-03-22,10,37
Clear Creek,CCRB,CLR309,2006-03-23,1,37
Clear Creek,CCRB,CLR309,2006-03-24,0,NA
Clear Creek,CCRB,CLR309,2006-03-25,0,NA
Clear Creek,CCRB,CLR309,2006-03-26,0,NA
Clear Creek,VB,CLR310,2006-03-30,4,37.5
Clear Creek,VB,CLR310,2006-03-31,0,NA
Clear Creek,VB,CLR310,2006-04-01,0,NA
Clear Creek,VB,CLR310,2006-04-02,0,NA
Clear Creek,VB,CLR310,2006-04-03,0,NA
Clear Creek,CCRB,CLR311,2006-03-30,3,37
Clear Creek,CCRB,CLR311,2006-03-31,0,NA
Clear Creek,CCRB,CLR311,2006-04-01,0,NA
Clear Creek,CCRB,CLR311,2006-04-02,0,NA
Clear Creek,CCRB,CLR311,2006-04-03,0,NA
Clear Creek,VB,CLR312,2006-04-05,4,36
Clear Creek,VB,CLR312,2006-04-06,0,NA
Clear Creek,VB,CLR312,2006-04-07,0,NA
Clear Creek,VB,CLR312,2006-04-08,0,NA
Clear Creek,VB,CLR312,2006-04-09,0,NA
Clear Creek,CCRB,CLR313,2006-04-05,8,36.5
Clear Creek,CCRB,CLR313,2006-04-06,3,36.5
Clear Creek,CCRB,CLR313,2006-04-07,1,36.5
Clear Creek,CCRB,CLR313,2006-04-08,0,NA
Clear Creek,CCRB,CLR313,2006-04-09,0,NA
Clear Creek,VB,CLR314,2006-04-19,2,36.5
Clear Creek,VB,CLR314,2006-04-20,0,NA
Clear Creek,VB,CLR314,2006-04-21,0,NA
Clear Creek,VB,CLR314,2006-04-22,0,NA
Clear Creek,VB,CLR314,2006-04-23,0,NA
Clear Creek,CCRB,CLR315,2006-12-14,65,35
Clear Creek,CCRB,CLR315,2006-12-15,0,NA
Clear Creek,CCRB,CLR315,2006-12-16,0,NA
Clear Creek,CCRB,CLR315,2006-12-17,0,NA
Clear Creek,CCRB,CLR315,2006-12-18,0,NA
Clear Creek,CCRB,CLR316,2006-12-20,44,35
Clear Creek,CCRB,CLR316,2006-12-21,5,35
Clear Creek,CCRB,CLR316,2006-12-22,0,NA
Clear Creek,CCRB,CLR316,2006-12-23,0,NA
Clear Creek,CCRB,CLR316,2006-12-24,0,NA
Clear Creek,CCRB,CLR317,2006-12-29,21,35
Clear Creek,CCRB,CLR317,2006-12-30,5,35
Clear Creek,CCRB,CLR317,2006-12-31,0,NA
Clear Creek,CCRB,CLR317,2007-01-01,1,35
Clear Creek,CCRB,CLR317,2007-01-02,1,35
Clear Creek,CCRB,CLR318,2007-01-09,56,37
Clear Creek,CCRB,CLR318,2007-01-10,3,37
Clear Creek,CCRB,CLR318,2007-01-11,0,NA
Clear Creek,CCRB,CLR318,2007-01-12,0,NA
Clear Creek,CCRB,CLR318,2007-01-13,0,NA
Clear Creek,VB,CLR319,2007-01-09,14,36.5
Clear Creek,VB,CLR319,2007-01-10,0,NA
Clear Creek,VB,CLR319,2007-01-11,0,NA
Clear Creek,VB,CLR319,2007-01-12,0,NA
Clear Creek,VB,CLR319,2007-01-13,0,NA
Clear Creek,CCRB,CLR320,2007-01-19,46,37
Clear Creek,CCRB,CLR320,2007-01-20,2,37
Clear Creek,CCRB,CLR320,2007-01-21,0,NA
Clear Creek,CCRB,CLR320,2007-01-22,0,NA
Clear Creek,CCRB,CLR320,2007-01-23,0,NA
Clear Creek,CCRB,CLR321,2007-01-26,50,37
Clear Creek,CCRB,CLR321,2007-01-27,2,37
Clear Creek,CCRB,CLR321,2007-01-28,0,NA
Clear Creek,CCRB,CLR321,2007-01-29,0,NA
Clear Creek,CCRB,CLR321,2007-01-30,0,NA
Clear Creek,VB,CLR322,2007-01-26,29,38
Clear Creek,VB,CLR322,2007-01-27,1,38
Clear Creek,VB,CLR322,2007-01-28,0,NA
Clear Creek,VB,CLR322,2007-01-29,0,NA
Clear Creek,VB,CLR322,2007-01-30,0,NA
Clear Creek,VB,CLR323,2007-02-01,19,38
Clear Creek,VB,CLR323,2007-02-02,0,NA
Clear Creek,VB,CLR323,2007-02-03,0,NA
Clear Creek,VB,CLR323,2007-02-04,0,NA
Clear Creek,VB,CLR323,2007-02-05,0,NA
Clear Creek,CCRB,CLR324,2007-02-01,44,37
Clear Creek,CCRB,CLR324,2007-02-02,0,NA
Clear Creek,CCRB,CLR324,2007-02-03,1,37
Clear Creek,CCRB,CLR324,2007-02-04,0,NA
Clear Creek,CCRB,CLR324,2007-02-05,0,NA
Clear Creek,VB,CLR325,2007-02-07,13,39
Clear Creek,VB,CLR325,2007-02-08,1,39
Clear Creek,VB,CLR325,2007-02-09,0,NA
Clear Creek,VB,CLR325,2007-02-10,0,NA
Clear Creek,VB,CLR325,2007-02-11,0,NA
Clear Creek,CCRB,CLR326,2007-02-10,31,38
Clear Creek,CCRB,CLR326,2007-02-11,0,NA
Clear Creek,CCRB,CLR326,2007-02-12,0,NA
Clear Creek,CCRB,CLR326,2007-02-13,0,NA
Clear Creek,CCRB,CLR326,2007-02-14,0,NA
Clear Creek,VB,CLR327,2007-02-10,9,38
Clear Creek,VB,CLR327,2007-02-11,2,38
Clear Creek,VB,CLR327,2007-02-12,0,NA
Clear Creek,VB,CLR327,2007-02-13,0,NA
Clear Creek,VB,CLR327,2007-02-14,0,NA
Clear Creek,VB,CLR328,2007-02-14,3,37
Clear Creek,VB,CLR328,2007-02-15,0,NA
Clear Creek,VB,CLR328,2007-02-16,0,NA
Clear Creek,VB,CLR328,2007-02-17,0,NA
Clear Creek,VB,CLR328,2007-02-18,0,NA
Clear Creek,CCRB,CLR329,2007-02-14,40,38
Clear Creek,CCRB,CLR329,2007-02-15,3,38
Clear Creek,CCRB,CLR329,2007-02-16,0,NA
Clear Creek,CCRB,CLR329,2007-02-17,0,NA
Clear Creek,CCRB,CLR329,2007-02-18,0,NA
Clear Creek,VB,CLR330,2007-02-22,15,39
Clear Creek,VB,CLR330,2007-02-23,0,NA
Clear Creek,VB,CLR330,2007-02-24,0,NA
Clear Creek,VB,CLR330,2007-02-25,0,NA
Clear Creek,VB,CLR330,2007-02-26,0,NA
Clear Creek,VB,CLR331,2007-02-23,12,38
Clear Creek,VB,CLR331,2007-02-24,0,NA
Clear Creek,VB,CLR331,2007-02-25,0,NA
Clear Creek,VB,CLR331,2007-02-26,0,NA
Clear Creek,VB,CLR331,2007-02-27,0,NA
Clear Creek,VB,CLR332,2007-03-01,10,38
Clear Creek,VB,CLR332,2007-03-02,2,38
Clear Creek,VB,CLR332,2007-03-03,0,NA
Clear Creek,VB,CLR332,2007-03-04,0,NA
Clear Creek,VB,CLR332,2007-03-05,0,NA
Clear Creek,CCRB,CLR333,2007-03-01,34,38
Clear Creek,CCRB,CLR333,2007-03-02,3,38
Clear Creek,CCRB,CLR333,2007-03-03,0,NA
Clear Creek,CCRB,CLR333,2007-03-04,0,NA
Clear Creek,CCRB,CLR333,2007-03-05,0,NA
Clear Creek,CCRB,CLR334,2007-03-08,27,38
Clear Creek,CCRB,CLR334,2007-03-09,3,38
Clear Creek,CCRB,CLR334,2007-03-10,1,38
Clear Creek,CCRB,CLR334,2007-03-11,0,NA
Clear Creek,CCRB,CLR334,2007-03-12,0,NA
Clear Creek,VB,CLR335,2007-03-08,4,38
Clear Creek,VB,CLR335,2007-03-09,0,NA
Clear Creek,VB,CLR335,2007-03-10,0,NA
Clear Creek,VB,CLR335,2007-03-11,0,NA
Clear Creek,VB,CLR335,2007-03-12,0,NA
Clear Creek,CCRB,CLR336,2007-03-14,26,38
Clear Creek,CCRB,CLR336,2007-03-15,0,NA
Clear Creek,CCRB,CLR336,2007-03-16,2,38
Clear Creek,CCRB,CLR336,2007-03-17,0,NA
Clear Creek,CCRB,CLR336,2007-03-18,0,NA
Clear Creek,VB,CLR337,2007-03-14,8,38
Clear Creek,VB,CLR337,2007-03-15,0,NA
Clear Creek,VB,CLR337,2007-03-16,1,38
Clear Creek,VB,CLR337,2007-03-17,0,NA
Clear Creek,VB,CLR337,2007-03-18,0,NA
Clear Creek,CCRB,CLR338,2007-03-21,20,38
Clear Creek,CCRB,CLR338,2007-03-22,6,38
Clear Creek,CCRB,CLR338,2007-03-23,1,38
Clear Creek,CCRB,CLR338,2007-03-24,0,NA
Clear Creek,CCRB,CLR338,2007-03-25,0,NA
Clear Creek,VB,CLR339,2007-03-21,8,37.5
Clear Creek,VB,CLR339,2007-03-22,0,NA
Clear Creek,VB,CLR339,2007-03-23,0,NA
Clear Creek,VB,CLR339,2007-03-24,0,NA
Clear Creek,VB,CLR339,2007-03-25,0,NA
Clear Creek,CCRB,CLR340,2007-03-29,37,38
Clear Creek,CCRB,CLR340,2007-03-30,3,38
Clear Creek,CCRB,CLR340,2007-03-31,0,NA
Clear Creek,CCRB,CLR340,2007-04-01,0,NA
Clear Creek,CCRB,CLR340,2007-04-02,0,NA
Clear Creek,VB,CLR341,2007-03-29,15,38
Clear Creek,VB,CLR341,2007-03-30,0,NA
Clear Creek,VB,CLR341,2007-03-31,0,NA
Clear Creek,VB,CLR341,2007-04-01,0,NA
Clear Creek,VB,CLR341,2007-04-02,0,NA
Clear Creek,CCRB,CLR342,2007-04-04,39,38
Clear Creek,CCRB,CLR342,2007-04-05,2,38
Clear Creek,CCRB,CLR342,2007-04-06,1,38
Clear Creek,CCRB,CLR342,2007-04-07,1,38
Clear Creek,CCRB,CLR342,2007-04-08,0,NA
Clear Creek,VB,CLR343,2007-04-04,5,37
Clear Creek,VB,CLR343,2007-04-05,1,37
Clear Creek,VB,CLR343,2007-04-06,0,NA
Clear Creek,VB,CLR343,2007-04-07,0,NA
Clear Creek,VB,CLR343,2007-04-08,0,NA
Clear Creek,CCRB,CLR344,2007-04-11,33,38
Clear Creek,CCRB,CLR344,2007-04-12,1,38
Clear Creek,CCRB,CLR344,2007-04-13,0,NA
Clear Creek,CCRB,CLR344,2007-04-14,0,NA
Clear Creek,CCRB,CLR344,2007-04-15,0,NA
Clear Creek,VB,CLR345,2007-04-11,9,38
Clear Creek,VB,CLR345,2007-04-12,1,38
Clear Creek,VB,CLR345,2007-04-13,0,NA
Clear Creek,VB,CLR345,2007-04-14,0,NA
Clear Creek,VB,CLR345,2007-04-15,0,NA
Clear Creek,VB,CLR346,2007-04-18,7,38
Clear Creek,VB,CLR346,2007-04-19,1,38
Clear Creek,VB,CLR346,2007-04-20,0,NA
Clear Creek,VB,CLR346,2007-04-21,0,NA
Clear Creek,VB,CLR346,2007-04-22,0,NA
Clear Creek,VB,CLR347,2007-04-26,16,40
Clear Creek,VB,CLR347,2007-04-27,1,40
Clear Creek,VB,CLR347,2007-04-28,0,NA
Clear Creek,VB,CLR347,2007-04-29,0,NA
Clear Creek,VB,CLR347,2007-04-30,0,NA
Clear Creek,CCRB,CLR348,2007-05-04,7,65
Clear Creek,CCRB,CLR348,2007-05-05,0,NA
Clear Creek,CCRB,CLR348,2007-05-06,0,NA
Clear Creek,CCRB,CLR348,2007-05-07,0,NA
Clear Creek,CCRB,CLR348,2007-05-08,0,NA
Clear Creek,VB,CLR349,2007-05-04,3,38
Clear Creek,VB,CLR349,2007-05-05,1,38
Clear Creek,VB,CLR349,2007-05-06,0,NA
Clear Creek,VB,CLR349,2007-05-07,1,38
Clear Creek,VB,CLR349,2007-05-08,0,NA
Clear Creek,CCRB,CLR350,2007-05-16,17,59.5
Clear Creek,CCRB,CLR350,2007-05-17,1,59.5
Clear Creek,CCRB,CLR350,2007-05-18,0,NA
Clear Creek,CCRB,CLR350,2007-05-19,0,NA
Clear Creek,CCRB,CLR350,2007-05-20,0,NA
Clear Creek,VB,CLR351,2007-05-16,12,42
Clear Creek,VB,CLR351,2007-05-17,1,42
Clear Creek,VB,CLR351,2007-05-18,0,NA
Clear Creek,VB,CLR351,2007-05-19,0,NA
Clear Creek,VB,CLR351,2007-05-20,0,NA
Clear Creek,CCRB,CLR352,2007-12-17,19,34
Clear Creek,CCRB,CLR352,2007-12-18,0,NA
Clear Creek,CCRB,CLR352,2007-12-19,0,NA
Clear Creek,CCRB,CLR352,2007-12-20,0,NA
Clear Creek,CCRB,CLR352,2007-12-21,0,NA
Clear Creek,VB,CLR353,2007-12-23,10,35
Clear Creek,VB,CLR353,2007-12-24,2,35
Clear Creek,VB,CLR353,2007-12-25,0,NA
Clear Creek,VB,CLR353,2007-12-26,0,NA
Clear Creek,VB,CLR353,2007-12-27,0,NA
Clear Creek,CCRB,CLR354,2007-12-23,46,35
Clear Creek,CCRB,CLR354,2007-12-24,2,35
Clear Creek,CCRB,CLR354,2007-12-25,0,NA
Clear Creek,CCRB,CLR354,2007-12-26,0,NA
Clear Creek,CCRB,CLR354,2007-12-27,0,NA
Clear Creek,CCRB,CLR355,2007-12-30,42,36
Clear Creek,CCRB,CLR355,2007-12-31,5,36
Clear Creek,CCRB,CLR355,2008-01-01,0,NA
Clear Creek,CCRB,CLR355,2008-01-02,0,NA
Clear Creek,CCRB,CLR355,2008-01-03,0,NA
Clear Creek,VB,CLR356,2008-01-01,29,37
Clear Creek,VB,CLR356,2008-01-02,0,NA
Clear Creek,VB,CLR356,2008-01-03,0,NA
Clear Creek,VB,CLR356,2008-01-04,0,NA
Clear Creek,VB,CLR356,2008-01-05,0,NA
Clear Creek,CCRB,CLR357,2008-01-04,13,38
Clear Creek,CCRB,CLR357,2008-01-05,1,38
Clear Creek,CCRB,CLR357,2008-01-06,0,NA
Clear Creek,CCRB,CLR357,2008-01-07,0,NA
Clear Creek,CCRB,CLR357,2008-01-08,0,NA
Clear Creek,CCRB,CLR358,2008-01-09,14,37
Clear Creek,CCRB,CLR358,2008-01-10,1,37
Clear Creek,CCRB,CLR358,2008-01-11,0,NA
Clear Creek,CCRB,CLR358,2008-01-12,0,NA
Clear Creek,CCRB,CLR358,2008-01-13,0,NA
Clear Creek,VB,CLR359,2008-01-09,4,39
Clear Creek,VB,CLR359,2008-01-10,0,NA
Clear Creek,VB,CLR359,2008-01-11,0,NA
Clear Creek,VB,CLR359,2008-01-12,0,NA
Clear Creek,VB,CLR359,2008-01-13,0,NA
Clear Creek,CCRB,CLR360,2008-01-13,18,37
Clear Creek,CCRB,CLR360,2008-01-14,3,37
Clear Creek,CCRB,CLR360,2008-01-15,0,NA
Clear Creek,CCRB,CLR360,2008-01-16,0,NA
Clear Creek,CCRB,CLR360,2008-01-17,0,NA
Clear Creek,VB,CLR361,2008-01-13,18,37
Clear Creek,VB,CLR361,2008-01-14,2,37
Clear Creek,VB,CLR361,2008-01-15,0,NA
Clear Creek,VB,CLR361,2008-01-16,0,NA
Clear Creek,VB,CLR361,2008-01-17,0,NA
Clear Creek,VB,CLR362,2008-01-16,24,38
Clear Creek,VB,CLR362,2008-01-17,0,NA
Clear Creek,VB,CLR362,2008-01-18,0,NA
Clear Creek,VB,CLR362,2008-01-19,0,NA
Clear Creek,VB,CLR362,2008-01-20,0,NA
Clear Creek,CCRB,CLR363,2008-01-16,44,38
Clear Creek,CCRB,CLR363,2008-01-17,1,38
Clear Creek,CCRB,CLR363,2008-01-18,0,NA
Clear Creek,CCRB,CLR363,2008-01-19,0,NA
Clear Creek,CCRB,CLR363,2008-01-20,0,NA
Clear Creek,CCRB,CLR364,2008-01-20,54,38
Clear Creek,CCRB,CLR364,2008-01-21,5,38
Clear Creek,CCRB,CLR364,2008-01-22,0,NA
Clear Creek,CCRB,CLR364,2008-01-23,0,NA
Clear Creek,CCRB,CLR364,2008-01-24,0,NA
Clear Creek,VB,CLR365,2008-01-20,18,37
Clear Creek,VB,CLR365,2008-01-21,3,37
Clear Creek,VB,CLR365,2008-01-22,0,NA
Clear Creek,VB,CLR365,2008-01-23,0,NA
Clear Creek,VB,CLR365,2008-01-24,0,NA
Clear Creek,VB,CLR366,2008-01-24,15,37
Clear Creek,VB,CLR366,2008-01-25,0,NA
Clear Creek,VB,CLR366,2008-01-26,1,37
Clear Creek,VB,CLR366,2008-01-27,0,NA
Clear Creek,VB,CLR366,2008-01-28,0,NA
Clear Creek,CCRB,CLR367,2008-01-24,37,38
Clear Creek,CCRB,CLR367,2008-01-25,16,38
Clear Creek,CCRB,CLR367,2008-01-26,1,38
Clear Creek,CCRB,CLR367,2008-01-27,0,NA
Clear Creek,CCRB,CLR367,2008-01-28,0,NA
Clear Creek,VB,CLR368,2008-01-27,10,39
Clear Creek,VB,CLR368,2008-01-28,0,NA
Clear Creek,VB,CLR368,2008-01-29,0,NA
Clear Creek,VB,CLR368,2008-01-30,0,NA
Clear Creek,VB,CLR368,2008-01-31,0,NA
Clear Creek,CCRB,CLR369,2008-01-27,13,39
Clear Creek,CCRB,CLR369,2008-01-28,1,39
Clear Creek,CCRB,CLR369,2008-01-29,0,NA
Clear Creek,CCRB,CLR369,2008-01-30,0,NA
Clear Creek,CCRB,CLR369,2008-01-31,0,NA
Clear Creek,VB,CLR370,2008-01-30,17,39
Clear Creek,VB,CLR370,2008-01-31,1,39
Clear Creek,VB,CLR370,2008-02-01,0,NA
Clear Creek,VB,CLR370,2008-02-02,0,NA
Clear Creek,VB,CLR370,2008-02-03,0,NA
Clear Creek,CCRB,CLR371,2008-01-30,31,37
Clear Creek,CCRB,CLR371,2008-01-31,0,NA
Clear Creek,CCRB,CLR371,2008-02-01,0,NA
